TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
N21050,,,Evans 27648,Free,"Rowson, Mrs., 1762-1824.; Darley, Mr.",Rowson, Mrs.,female," 1762-1824.; Darley, Mr.",1794,"New song, sung by Mr. Darley, Jun. in the pantomimical dance, called the Sailor's landlady. Words by Mrs. Rowson: ; music by Mr. Reinagle.; America, commerce, & freedom",Pantomimes with music.; Songs.; Broadsides.,2
N21052,,,Evans 27650,Free,"Rowson, Mrs., 1762-1824.",Rowson, Mrs.,female, 1762-1824.,1794,"Charlotte. A tale of truth. / By Mrs. Rowson, of the New Theatre Philadelphia; ; author of Victoria, The inquisitor, Fille de chambre, &c. ; In two volumes. [Seven lines of quotations] ; Vol. I-[II].; Charlotte Temple",Novels.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,167
N21053,,,Evans 27651,Free,"Rowson, Mrs., 1762-1824.",Rowson, Mrs.,female, 1762-1824.,1794,"The fille de chambre, a novel. / By Mrs. Rowson, of the New Theatre, Philadelphia; author of Charlotte, The inquisitor, Victoria, &c. ; [Seven lines of verse]",Publishers and publishing -- Pennsylvania -- Philadelphia.; Novels.; Prospectuses.,208
N21054,,,Evans 27653,Free,"Rowson, Mrs., 1762-1824.; Cockburne, Lady, dedicatee.",Rowson, Mrs.,female," 1762-1824.; Cockburne, Lady, dedicatee.",1794,"The inquisitor; or, Invisible rambler. In three volumes. / By Mrs. Rowson, author of Victoria. ; Volume I[-III].; Inquisitor",Novels.,239
N21055,,,Evans 27654,Free,"Rowson, Mrs., 1762-1824.",Rowson, Mrs.,female, 1762-1824.,1794,"Mentoria; or The young lady's friend. In two volumes. / By Mrs. Rowson, of the New-Threatre, Philadelphia: author of The inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c.",Novels.; Poems -- 1794.,226
N21056,,,Evans 27655,Free,"Rowson, Mrs., 1762-1824.; Fennell, James, 1766-1816.",Rowson, Mrs.,female," 1762-1824.; Fennell, James, 1766-1816.",1794,"Slaves in Algiers; or, A struggle for freedom: a play, interspersed with songs, in three acts. / By Mrs. Rowson. ; As performed at the New Theatres, in Philadelphia and Baltimore.",Slavery -- Algeria -- Drama.; Plays -- 1794.,79
N21058,,,Evans 27658,Free,"Rush, Benjamin, 1746-1813.; Rush, Benjamin, 1746-1813. Medical inquiries and observations. Vol. 3.",Rush, Benjamin,male," 1746-1813.; Rush, Benjamin, 1746-1813. Medical inquiries and observations. Vol. 3.",1794,"An account of the bilious remitting yellow fever, as it appeared in the city of Philadelphia, in the year 1793. By Benjamin Rush, M.D. Professor of the institutes, and of clinical medicine, in the University of Pennsylvania.; Medical inquiries and observations. Volume 3",Medicine.; Yellow fever -- Pennsylvania -- Philadelphia,370
N21073,,,Evans 27681,Free,"Scudder, William, b. 1747.",Scudder, William,male, b. 1747.,1794,"The journal of William Scudder, an officer in the late New-York line, who was taken captive by the Indians at Fort Stanwix, on the 23d of July, 1779, and was holden a prisoner in Canada until October, 1782, and then sent to New-York and admitted on parole: : with a small sketch of his life, and some occurrences of the war, which chiefly happened under his notice previous to his captivity. : Containing also, some extracts from history, novels, &c.","Scudder, William, b. 1747.; Indian captivities; United States -- History -- Revolution, 1775-1783 -- Personal narratives.; Captivity narratives.",247
N21084,,,Evans 27695,Free,"Shepard, Samuel, 1739-1815.",Shepard, Samuel,male, 1739-1815.,1794,"A Scriptural enquiry, concerning what the Friends call spiritual baptism; being an answer to a publication of a Friend in Rhode-Island, by the name of Moses Brown. / By Samuel Shepard, preacher of the Gospel.","Brown, Moses, 1738-1836. -- Observations on Samuel Shepard's Three letters.; Society of Friends -- Doctrinal and controversial works.; Baptism.",38
N21100,,,Evans 27715,Free,"Smollett, Tobias George, 1721-1771.",Smollett, Tobias George, Tobias George, 1721-1771.,1794,"The adventures of Roderick Random. In two volumes. / By T. Smollett, M.D. ; [One line in Latin from Horace] ; Vol. I[-II].",Booksellers' advertisements -- Pennsylvania -- Philadelphia.,506
N21143,,,Evans 27775,Free,"Tappan, David, 1752-1803.; Kirkland, Samuel, 1741-1808.; Belknap, Jeremy, 1744-1798.; New South Church (Boston, Mass.).",Tappan, David,male," 1752-1803.; Kirkland, Samuel, 1741-1808.; Belknap, Jeremy, 1744-1798.; New South Church (Boston, Mass.).",1794,"A sermon delivered at the ordination of the Rev. John Thornton Kirkland to the pastoral care of the New South Church and congregation in Boston, February 5th, 1794. / By David Tappan, A.M. professor of divinity in Harvard College.","Kirkland, John Thornton, 1770-1840.; Ordination sermons -- 1794.",42
N21145,,,Evans 27777,Free,"Kamper, Peter.; Tatham, William, 1752-1819.; Hawkins, Mary.; Virginia. General Court.; United States. Constitution.",Kamper, Peter.; Tatham, Peter.; Tatham," William, 1752-1819.; Hawkins, Mary.; Virginia. General Court.; United States. Constitution.",1794,"Report of a case, decided on Saturday, the 16th of November, 1793, in the General Court of Virginia; wherein Peter Kamper, was plaintiff, against Mary Hawkins, defendant; on a question adjourned from the District Court of Dumfries, for Novelty and Difficulty, touching the constitutionality of an act of assembly; : together with arguments and opinions of the respective judges at large, and the order of court thereon. : Published with their permission. / By a gentleman of the bar.",Constitutional law.; Trials -- Virginia.; Courts -- Virginia.,103
N21148,,,Evans 27782,Free,"Taylor, John, 1753-1824.; Washington, George, 1732-1799.",Taylor, John,male," 1753-1824.; Washington, George, 1732-1799.",1794,An enquiry into the principles and tendency of certain public measures.,Bank of the United States (1791-1811).; Finance -- United States.,96
N21161,,,Evans 27804,Free,"Tillinghast, George, 1764-1829.",Tillinghast, George,male, 1764-1829.,1794,"An oration, commemorative of the nineteenth anniversary of American independence, delivered at the Baptist Meeting-House in Providence, on the fourth day of July, A.D. 1794. / By George Tillinghast, A.M. ; [Five lines of verse from Addison]",Fourth of July orations -- 1794.,17
N21168,,,Evans 27815,Free,"Watt, Robert, d. 1794?; Downie, David, d. 1794?; Scotland. Oyer and Terminer.",Watt, Robert,male," d. 1794?; Downie, David, d. 1794?; Scotland. Oyer and Terminer.",1794,"The trials at large of Robert Watt, and David Downie, for high treason, at the session of Oyer and Terminer, at Edinburgh, August 27, September 3d, and September 5th, 1794. At which they were both found guilty, and sentenced to be hanged, drawn, and quartered, on the 15th October. / Taken in short hand by an English barrister.","Watt, Robert, d. 1794?; Downie, David, d. 1794?; Treason -- Great Britain.; Trials (Treason) -- Scotland -- Edinburgh.",87
N21170,,,Evans 27817,Free,"Trimmer, Mrs. (Sarah), 1741-1810.; Charlotte, Queen, consort of George III, King of Great Britain, 1744-1818, dedicatee.",Trimmer, Mrs. (Sarah), Mrs. (Sarah)," 1741-1810.; Charlotte, Queen, consort of George III, King of Great Britain, 1744-1818, dedicatee.",1794,"Fabulous histories, designed for the amusement & instruction of young persons. / By Mrs. Trimmer.","Animals, Legends and stories of.; Natural history -- Juvenile literature.; Juvenile literature -- 1794.",214
N21265,,,Evans 27918,Free,"United States. Dept. of State.; Jefferson, Thomas, 1743-1826.; United States. President (1789-1797 : Washington).; United States. Congress (3rd, 1st session : 1793-1794).",United States. Dept. of State.; Jefferson, Thomas,male," 1743-1826.; United States. President (1789-1797 : Washington).; United States. Congress (3rd, 1st session : 1793-1794).",1794,"A message of the president of the United States transmitting a report of the secretary of state of such laws, decrees and ordinances respecting commerce in the countries with which the United States have commercial intercourse. : Published by order of the House of Representatives.",United States -- Commerce.; United States -- Foreign relations -- 1789-1797.,11
N21267,,,Evans 27920,Free,"Genet, Edmond Charles, 1763-1834.; Jefferson, Thomas, 1743-1826.; South Carolina. General Assembly.; United States. Congress (3rd, 1st session : 1793-1794).; United States. Dept. of State.; United States. President (1789-1797 : Washington).",Genet, Edmond Charles, Edmond Charles," 1763-1834.; Jefferson, Thomas, 1743-1826.; South Carolina. General Assembly.; United States. Congress (3rd, 1st session : 1793-1794).; United States. Dept. of State.; United States. President (1789-1797 : Washington).",1794,"United States, 15th January, 1794. Gentlemen of the Senate, and of the House of Representatives. I lay before you, as being connected with the correspondence, already in your possession between the secretary of state, and the minister plenipotentiary of the French Republic, the copy of a letter from that minister, of the 25th of December, 1793; and a copy of the proceedings of the Legislature of the state of South-Carolina. Go: Washington.",France -- Foreign relations -- United States.; United States -- Foreign relations -- France.,10
N21337,,,Evans 28021,Free,"Wallis, George, 1740-1802.",Wallis, George,male, 1740-1802.,1794,"The art of preventing diseases, and restoring health, founded on rational principles, and adapted to persons of every capacity. / By George Wallis, M.D. S.M.S. editor of the last edition of Motherby's medical dictionary, and Sydenham's works, with notes, &c. &c, ; [Four lines of verse]","Medicine.; Medicine, Popular.",568
N21346,,,Evans 28031,Free,"Waterman, Elijah, 1769-1825.; Connecticut Society of the Cincinnati.",Waterman, Elijah,male, 1769-1825.; Connecticut Society of the Cincinnati.,1794,"An oration delivered before the Society of Cincinnati, Hartford, July 4, 1794. By Elijah Waterman. ; [Four lines of quotations]",Fourth of July orations -- 1794.,21
N21373,,,Evans 28069,Free,"West, Samuel, 1738-1808.; Ancient and Honorable Artillery Company of Massachusetts.",West, Samuel,male, 1738-1808.; Ancient and Honorable Artillery Company of Massachusetts.,1794,"The Christian soldier. A sermon, preached before the Ancient and Honourable Artillery Company, on Monday, June 2d, 1794; being the anniversary of their election of officers. / By Samuel West, A.M. Pastor of the South Church in Boston.",Artillery election sermons -- 1794.,18
N21379,,,Evans 28079,Free,"Whitefield, George, 1714-1770.; Smith, Josiah, 1704-1781.",Whitefield, George,male," 1714-1770.; Smith, Josiah, 1704-1781.",1794,"Fifteen sermons preached on various important subjects, by George Whitefield, A.B. late of Pembroke College, Oxford. ; Carefully corrected and revised according to the best London edition. ; To which is prefixed, a sermon, on the character, preaching, &c. of the Rev. Mr. Whitefield. By Joseph [i.e., Josiah] Smith, V.D.M.",Sermons -- Collections.,323
N21380,,,Evans 28080,Free,"Whitefield, George, 1714-1770.",Whitefield, George,male, 1714-1770.,1794,"Two sermons. The almost Christian, and Intercession every Christian's duty. By the Reverend George Whitefield.; Two sermons",Conduct of life.; Sermons.,38
N21432,,,Evans 28154,Free,"Adgate, Andrew, d. 1793.",Adgate, Andrew, Andrew, d. 1793.,1795,"A lecture; containing a short history of mechanics, and of useful arts and manufactures, reverently dedicated to the respectable supporters of liberty and property, the mechanics of the United States, but particularly addressed and delivered to the mechanics of Philadelphia, / by their faithful servant and fellow labourer, Absalom Aimwell, Esquire. ; [One line of quotation]",Mechanics (Persons).; Mechanics (Persons) -- Songs and music.; Artisans -- United States.; Lectures -- Pennsylvania -- Philadelphia -- 1795.,30
N21436,,,Evans 28160; Evans 29067,Free,"Alden, Timothy, 1736-1828.; Mellen, John, 1722-1807. Affection for the house of God recommended.; South Church (Yarmouth, Mass.).",Alden, Timothy,male," 1736-1828.; Mellen, John, 1722-1807. Affection for the house of God recommended.; South Church (Yarmouth, Mass.).",1795,"Affection for the house of God recommended. A sermon, delivered at Yarmouth, January 1, 1795. Occasioned by the opening of a new meeting house in the south part of that town. / By Timothy Alden, A.M. Pastor of the church in Yarmouth. ; Published at the desire of the hearers.",Dedication sermons -- 1795.,37
N21442,,,Evans 28166,Free,"Allen, Joseph, 1772-1806.",Allen, Joseph,male, 1772-1806.,1795,"An oration, pronounced at Worcester, on the anniversary of American independence; July 4th, 1795. By Joseph Allen, Jun.",Fourth of July orations -- 1795.,12
N21447,,,Evans 28171,Free,"Alsop, Richard, 1761-1815.; Humphreys, David, 1752-1818.",Alsop, Richard,male," 1761-1815.; Humphreys, David, 1752-1818.",1795,Aristocracy. An epic poem. : [One line in Latin],Democracy -- Poetry.; Poems -- 1795.,16
N21448,,,Evans 28172,Free,"Alsop, Richard, 1761-1815.; Humphreys, David, 1752-1818.",Alsop, Richard,male," 1761-1815.; Humphreys, David, 1752-1818.",1795,Aristocracy. An epic poem. : [One line in Latin],Democracy -- Poetry.; Poems -- 1795.,16
N21462,,,Evans 28209,Free,Aristotle.,Aristotle.,,,,1795,"Aristotle's complete masterpiece, in three parts; displaying the secrets of nature in the generation of man. Regularly divided into chapters and sections, rendering it far more useful and easy than any yet extant. : To which is added A treasure of health; or The family physician: being choice and approved remedies for all the several distempers incident to the human body.; Aristotle's Masterpiece.","Gynecology.; Human reproduction.; Medicine, Popular.; Obstetrics.; Poems -- 1795.",101
N21482,,,Evans 28237,Free,"Barlow, Joel, 1754-1812.",Barlow, Joel,male, 1754-1812.,1795,"A letter addressed to the people of Piedmont, on the advantages of the French Revolution, and the necessity of adopting its principles in Italy. / By Joel Barlow. ; Translated from the French by the author.; Lettre addressée aux habitans du Piémont. English","France -- History -- Revolution, 1789-1799.; Booksellers' advertisements -- New York (N.Y.).",47
N21483,,,Evans 28238,Free,"Barnard, Thomas, 1748-1814.",Barnard, Thomas,male, 1748-1814.,1795,"A discourse on natural religion, delivered in the chapel of the university in Cambridge, September 3, 1795, at the lecture founded by the Honorable Paul Dudley, Esq. / By Thomas Barnard D.D. Minister of the North Church in Salem.",Natural theology.; Sermons -- 1795.,23
N21487,,,Evans 28243,Free,"Baxter, Richard, 1615-1691.",Baxter, Richard,male, 1615-1691.,1795,"A call to the unconverted, to turn and live; and accept of mercy, while mercy may be had; as they ever would find mercy, in the day of extremity from the living God. / By his unworthy servant, Richard Baxter.",Conversion -- Christianity; Publishers' advertisements -- Pennsylvania -- Philadelphia.,144
N21496,,,Evans 28256,Free,"Belknap, Jeremy, 1744-1798.",Belknap, Jeremy,male, 1744-1798.,1795,"Dissertations on the character, death & resurrection of Jesus Christ, and the evidence of his Gospel; with remarks on some sentiments advanced in a book intitled ""The age of reason."" / By Jeremy Belknap, Minister of the church in Federal-Street, Boston,","Jesus Christ.; Paine, Thomas, 1737-1809. -- Age of reason.; Apologetics -- 18th century.; Sermons -- 1795.",140
N21498,,,Evans 28258,Free,"Belknap, Jeremy, 1744-1798, ed.",Belknap, Jeremy,male," 1744-1798, ed.",1795,"Sacred poetry. Consisting of psalms and hymns, adapted to Christian devotion, in public and private. / Selected from the best authors, with variations and additions. By Jeremy Belknap, D.D. ; Published according to act of Congress.",Hymnals.,625
N21501,,,Evans 28262,Free,"Bennet, Benjamin, 1674-1726.",Bennet, Benjamin,male, 1674-1726.,1795,"Discourses on the credibility of the Scriptures: in which the truth, inspiration, and usefulness of the Scriptures are asserted and proved. / By the late Reverend Benjamin Bennet.","Bible -- Inspiration.; Bible -- Evidences, authority, etc.; Subscribers' lists.",371
N21502,,,Evans 28263,Free,"Bennett, John.",Bennett, John.,male,,1795,Strictures on female education. Chiefly as it relates to the culture of the heart. : In four essays. / By the Rev. John Bennett. ; [Five lines of quotations],Women -- Education.; Booksellers' advertisements -- Massachusetts -- Worcester.,195
N21522,,,Evans 28290,Free,"Bicheno, J. (James), d. 1831.",Bicheno, J. (James), J. (James), d. 1831.,1795,"A friendly address to the Jews. Stating the motives to serious enquiry into the cause of their present dispersion, and the requisites to a right enquiry respecting Christian doctrine. The characteristics of the Messiah from the Prophets. And the testimonies in favour of Jesus as the Christ. : To which is added, a letter to Mr. D. Levi; containing remarks on his answer to Dr. Priestly's Letters to the Jews; shewing, that however his arguments may affect the opinions of Dr. Priestly, they form no objection against the Christian religion. / By J. Bicheno.","Levi, David, 1740-1799.; Priestley, Joseph, 1733-1804. -- Letters to the Jews.; Judaism.; Messiah.; Booksellers' advertisements -- Rhode Island -- Providence.",92
N21527,,,Evans 28298,Free,"Longueville, Peter, fl. 1727.; Bicknell, Alexander, d. 1796.",Longueville, Peter,male," fl. 1727.; Bicknell, Alexander, d. 1796.",1795,"The hermit: or The unparalleled sufferings and surprising adventures of Philip Quarll, an Englishman. Who was lately discovered upon an uninhabited island in the South-Sea, where he lived above fifty years, without any human assistance. : Containing, I. His conference with those who found him; to whom he recited the most material circumstances of his life: his being born in the parish of St. Giles, educated by the charity of a lady, and put out apprentice to a lock-smith. II. His leaving his master, and being taken up with a notorious house-breaker, who was hanged; his lucky escape, and going out to sea a cabin-boy, marrying a famous prostitute, enlisting a common soldier, turning singing-master, and afterwards marrying three wives, for which he was tried and condemned at the Old Bailey. III. His being pardoned by the King, turning merchant, and being shipwrecked on this desolate island on the coast of Mexico. : With an elegant frontispiece.","Robinsonades.; Voyages, Imaginary.",262
N21528,,,Evans 28299,Free,"Bidwell, Barnabas, 1763-1833.",Bidwell, Barnabas, Barnabas, 1763-1833.,1795,"An oration, delivered at the celebration of American independence, in Stockbridge, July, 1795. By Barnabas Bidwell, Esquire. ; Published at the request of the committee.",Fourth of July orations -- 1795.; Songs.,21
N21533,,,Evans 28306,Free,"Blair, Hugh, 1718-1800.",Blair, Hugh,male, 1718-1800.,1795,"Select sermons, by Hugh Blair, D.D. F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres, in the University of Edinburgh.",Sermons -- Collections.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,242
N21534,,,Evans 28307,Free,"Blake, George, 1769-1841.",Blake, George,male, 1769-1841.,1795,"An oration, pronounced July 4th, 1795, at the request of the inhabitants of the town of Boston, in commemoration of the anniversary of American independence. / By George Blake. ; [Two lines of Latin quotations]",Fourth of July orations -- 1795.,28
N21536,,,Evans 28310,Free,"Blumenbach, Johann Friedrich, 1752-1840.; Caldwell, Charles, 1772-1853, tr.",Blumenbach, Johann Friedrich, Johann Friedrich," 1752-1840.; Caldwell, Charles, 1772-1853, tr.",1795,"Elements of physiology; by Jo. Fred. Blumenbach, M.D. professor of medicine in ordinary at Goettingen ... ; Translated from the original Latin, and interspersed with occasional notes. By Charles Caldwell. ; To which is subjoined, by the translator, an appendix exhibiting a brief and compendious view of the existing discoveries relative to the subject of animal electricity. ; VolumeI[-II].",Physiology.; Electrophysiology.,490
N21538,,,Evans 28315,Free,Associated Mechanics of the Town of Boston.,Associated Mechanics of the Town of Boston.,,,,1795,Constitution of the Associated Mechanics of the Town of Boston.,Mechanics' institutes.,23
N21542,,,Evans 28320,Free,Massachusetts Fire-Insurance Company.,Massachusetts Fire-Insurance Company.,,,,1795,"Proposals. By the president and directors of the Massachusetts Fire and Marine Insurance Company, no. 16, State-Street, Boston, for insuring houses, stores, and other buildings, goods, wares, merchandize, and household furniture of all kinds, on land, against fire.","Insurance, Fire -- Massachusetts.; Insurance, Fire -- Rates -- Massachusetts; Broadsides.",2
N21543,,,Evans 28321,Free,"Massachusetts Society for the Aid of Immigrants.; Russell, Thomas, 1740-1796.",Massachusetts Society for the Aid of Immigrants.; Russell, Thomas,male, 1740-1796.,1795,Information for immigrants to the New-England states.,Emigration and immigration.; New England -- Description and travel.; New England -- Emigration and immigration.; Broadsides.,2
N21548,,,Evans 28331,Free,"Bracken, John, d. 1818.",Bracken, John,male, d. 1818.,1795,"The duty of giving thanks for national blessings. A sermon, preached in the parish church of Bruton, Williamsburg; on Thursday February 19th, 1795. Being the day appointed to be kept as a general thanksgiving to Almighty God throughout the United States of America. / By John Bracken, D.D., Rector of Bruton parish.",Thanksgiving sermons -- 1795 Feb 19.,26
N21549,,,Evans 28332,Free,"Brackenridge, H. H. (Hugh Henry), 1748-1816.",Brackenridge, H. H. (Hugh Henry), H. H. (Hugh Henry), 1748-1816.,1795,"Incidents of the insurrection in the western parts of Pennsylvania, in the year 1794. By Hugh H. Brackenridge.","Whiskey Insurrection, 1794.; Pennsylvania -- Politics and government -- 1775-1865.",352
N21558,,,Evans 28341,Free,"Bradford, William.; Bradford, Ebenezer, 1746-1801.",Bradford, William.; Bradford, William.; Bradford," Ebenezer, 1746-1801.",1795,"The Art of courting, displayed in eight different scenes; the principal of which are taken from actual life, and published for the amusement of the American youth. : [Four lines of quotations] : Published according to act of Congress.",Courtship.,221
N21560,,,Evans 28343,Free,"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.; Clavière, Étienne, 1735-1793.; Barlow, Joel, 1754-1812, tr.; Scoles, John, 1772?-1853, engraver.",Brissot de Warville, J.-P. (Jacques-Pierre), J.-P. (Jacques-Pierre)," 1754-1793.; Clavière, Étienne, 1735-1793.; Barlow, Joel, 1754-1812, tr.; Scoles, John, 1772?-1853, engraver.",1795,"The commerce of America with Europe; particularly with France and Great Britain; comparatively stated and explained. Shewing the importance of the American Revolution to the interests of France, and pointing out the actual situation of the United States of North-America, in regard to trade, manufactures and population. / By J.P. Brissot de Warville, and Etienne Claviere. ; Translated from the last French edition, revised by Brissot, and called the second volume of his view of America. ; With the life of Brissot, and an appendix, by the translator.; De la France et des Etats-Unis. English","Brissot de Warville, J.-P. -- (Jacques Pierre), 1754-1793 -- Portraits.; United States -- Economic conditions -- To 1865.; United States -- Commerce -- France.; France -- Commerce -- United States.; United States -- Commerce -- Great Britain.; Great Britain -- Commerce -- United States.; United States -- History -- Revolution, 1775-1783.",261
N21569,,,Evans 28354,Free,"Brothers, Richard, 1757-1824.; Scoles, John, 1772?-1853, engraver.; Brothers, Richard, 1757-1824. Revealed knowledge of the prophecies and times ...",Brothers, Richard,male," 1757-1824.; Scoles, John, 1772?-1853, engraver.; Brothers, Richard, 1757-1824. Revealed knowledge of the prophecies and times ...",1795,"God's awful warnings to a giddy, careless, sinful world. Being a revealed knowledge of the prophecies and times, particularly of the present time, the present war, and the prophecy now fulfilling, (year of the world 5913.) Written under the direction of the Lord God. And published by his sacred command. / By Richard Brothers. ; [One line of Scripture text]","Brothers, Richard, 1757-1824 -- Portraits.; Prophecies.; Jews -- Restoration.",220
N21573,,,Evans 28359,Free,"Brothers, Richard, 1757-1824.",Brothers, Richard,male, 1757-1824.,1795,"A revealed knowledge of the prophecies and times, particularly of the present time, the present war, and the pophecy [sic] now fulfilling. The year of the world 5913. : Book the second. Containing, with other great and remarkable things, not revealed to any other person on earth, the sudden and perpetual fall of the Turkish, German, and Russian empires. / Wrote under the direction of the Lord God and published by his sacred command; it being a second sign of warning for the benefit of all nations. By the man that will be revealed to the Hebrews as their prince and prophet.",Prophecies.; Jews -- Restoration.,139
N21574,,,Evans 28362,Free,"Brown, Clark, 1771-1817.",Brown, Clark, Clark, 1771-1817.,1795,"The importance of the early and proper education of children, both as it respects themselves and mankind in general, --considered in a sermon, preached at Wareham, (Massachusetts) March 31st, 1795. / By Clark Brown, a licensed candidate preacher. ; [Four lines from Deuteronomy]",Education.; Sermons -- 1795.,21
N21580,,,Evans 28369,Free,"Buist, George, 1770-1808.; Charleston Orphan House.",Buist, George,male, 1770-1808.; Charleston Orphan House.,1795,"An oration delivered at the Orphan-House of Charleston, South-Carolina, October 18th, 1795, being the sixth anniversary of the institution. / By the Reverend George Buist, D.D. Minister of the Presbyterian Church of Charleston.",Orphanages -- South Carolina -- Charleston.; Charities -- South Carolina -- Charleston,25
N21584,,,Evans 28373,Free,"Burgh, James, 1714-1775.",Burgh, James,male, 1714-1775.,1795,"The art of speaking. Containing, I. An essay; in which are given rules for expressing properly the principal passions and humours, which occur in reading, or public speaking; and II. Lessons taken from the ancients and moderns (with additions and alterations where thought useful) exhibiting a variety of matter for practice; the emphatical words printed in italics; with notes of direction referring to the essay. : To which are added, a table of the lessons, and an index of the various passions and humours in the essay and lessons. : [Three lines in Latin from Cicero]",Oratory.; Textbooks.,335
N21588,,,Evans 28377,Free,"Burnet, Gilbert, 1643-1715.",Burnet, Gilbert, Gilbert, 1643-1715.,1795,"Some account of the life and death of John, Earl of Rochester, who died July 26, 1680. Written by his own direction on his death bed. / By Gilbert Burnett, Lord Bishop of Sarum.","Rochester, John Wilmot, -- Earl of, 1647-1680.; Memoirs.",135
N21589,,,Evans 28378,Free,"Burton, Asa, 1752-1836.; Vermont. General Assembly.",Burton, Asa, Asa, 1752-1836.; Vermont. General Assembly.,1795,"A discourse delivered before His Excellency Thomas Chittenden, Esquire, governor, the Honourable Council, and House of Representatives, of the state of Vermont: at Windsor, October 8th, 1795. being the day of general election. By Asa Burton, A.M. Pastor of the Church of Christ in Thetford,[.]",Election sermons -- Vermont -- 1795.,34
N21591,,,Evans 28380,Free,"Callender, James Thomson, 1758-1803.",Callender, James Thomson, James Thomson, 1758-1803.,1795,"The political progress of Britain; or, An impartial history of abuses in the government of the British Empire, in Europe, Asia, and America, from the Revolution in 1688, to the present time. The whole tending to prove the ruinous consequences of the popular system of taxation, war, and conquest. : [One line of quotation]; Political progress of Britain",Great Britain -- Politics and government -- 1689-1702.; Great Britain -- Politics and government -- 18th century.; Great Britain -- Colonies -- Administration.,73
N21598,,,Evans 28389,Free,"Carey, Mathew, 1760-1839, ed.",Carey, Mathew,male," 1760-1839, ed.",1796,"The American remembrancer; or, An impartial collection of essays, resolves, speeches, &c. relative, or having affinity, to the treaty with Great Britain.","Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; United States -- Politics and government -- 1789-1797.",889
N21607,,,Evans 28401,Free,,,,,,1795,"The Cavern of death, a moral tale.",,120
N21625,,,Evans 28426,Free,"Cleaveland, John, 1749-1815.",Cleaveland, John,male, 1749-1815.,1795,"A sermon, preached at Stoneham, on Lord's Day, October 26, 1794. Occasioned by the dismission of the minister from his people in that town. / By John Cleaveland, Jun. V.D.M. and late Pastor of the church in Stoneham. ; Published by desire.","Cleaveland, John, 1749-1815.; Church of Christ in Stoneham.; Farewell sermons -- 1794.",32
N21626,,,Evans 28427,Free,"Clinton, DeWitt, 1769-1828.; Society of Black Friars (New York, N.Y.).",Clinton, DeWitt, DeWitt," 1769-1828.; Society of Black Friars (New York, N.Y.).",1795,"An oration, on benevolence, delivered before the Society of Black Friars, in the city of New-York, at their anniversary festival, on the 10th November, 1794. / By De Witt Clinton, Esquire. ; Published by order of the society.",Benevolence.,19
N21634,,,Evans 28437,Free,"Cobbett, William, 1763-1835.",Cobbett, William,male, 1763-1835.,1795,"A little plain English, addressed to the people of the United States, on the treaty, negociated with His Britannic Majesty, and on the conduct of the president relative thereto; in answer to ""The letters of Franklin."" : With a supplement containing an account of the turbulent and factious proceedings of the opposers of the treaty. / By Peter Porcupine. ; [Eight lines from Shakespeare]","Dallas, Alexander James, 1759-1817. -- Letters of Franklin.; Washington, George, 1732-1799.; Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; United States -- Politics and government -- 1789-1797.; United States -- Foreign relations -- Treaties.; United States -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- United States.",121
N21644,,,Evans 28459,Free,"Tucker, St. George, 1752-1827.; Madison, James, 1751-1836.; Taylor, John, 1753-1824.; Wood, James, 1741-1813.",Tucker, St. George, St. George," 1752-1827.; Madison, James, 1751-1836.; Taylor, John, 1753-1824.; Wood, James, 1741-1813.",1795,"Cautionary hints to Congress respecting the sale of the western lands, belonging to the United States.","United States. -- Congress -- (3rd, 2nd Session : 1794-1795).; Public lands -- United States; Northwest, Old.",15
N21660,,,Evans 28486,Free,,,,,,1795,"Count Roderic's castle: or, Gothic times, a tale. : In two volumes. Vol. I[-II]. : [Three lines from Shakespeare]",Booksellers' advertisements -- Maryland -- Baltimore.,201
N21665,,,Evans 28499,Free,"Crane, Isaac Watts, d. 1856.",Crane, Isaac Watts, Isaac Watts, d. 1856.,1795,"An oration delivered in the Presbyterian Church, at Elizabeth-town, on the Fourth of July, 1794, at the request of the militia officers, it being the eighteenth anniversary of American independence. / By Isaac Watts Crane, A.M. ; Published at the request of a number of the auditors. ; [Two lines in Latin from Marcilius]",Fourth of July orations -- 1794.,23
N21669,,,Evans 28509,Free,"Culver, Nathan, d. 1791.; T. B.",Culver, Nathan,male, d. 1791.; T. B.,1795,"A very remarkable account of the vision of Nathan Culver. Late of Newtown, (New-York.) Shewing, his deistical and vicious principles, and how he was converted to the truth, by an extraordinary and immediate revelation, Jan. 10, 1791. : [Four lines from Joel]","Culver, Nathan, d. 1791.; Visions.; Poems -- 1795.",15
