George Eyre & Andrew Strahan,George Eyre ; Andrew Strahan,
Great-Britain & Ireland. Regiments on foreign service supplied by the respective agents ; Messrs. Hookham & Carpenter, Bond-street ; Messrs. Richardson, Royal Exchange ; newscarriers,Great-Britain ; Ireland. Regiments on foreign service supplied respective agents ; Messrs. Hookham ; Carpenter, Bond-street ; Messrs. Richardson, Royal Exchange ; newscarriers,
Great-Britain & Ireland. Regiments on foreign service supplied by the respective agents ; Messrs. Hookham & Carpenter, Bond-street ; Messrs. Richardson, Royal Exchange ; newscarriers,Great-Britain ; Ireland. Regiments on foreign service supplied respective agents ; Messrs. Hookham ; Carpenter, Bond-street ; Messrs. Richardson, Royal Exchange ; newscarriers,
Green-Street ; sold ; sold by R. Paddock,Green-Street ; R. Paddock,
Greenwood, Leeds ; J. Debrett, Piccadilly ; J. Deighton, Cambridge ; J. Edwards, Pall Mall. Sold ; Messrs. Binns ; Messrs. Dyer ; Trewman, Exeter ; W.H. Lunn, B. Flower,Greenwood, Leeds ; J. Debrett, Piccadilly ; J. Deighton, Cambridge ; J. Edwards, Pall Mall. Sold ; Messrs. Binns ; Messrs. Dyer ; Trewman, Exeter ; W.H. Lunn, B. Flower,
Griffin in St. Paul's Church-Yard ; H . Mozley, Gainsborough ; Osborne,Griffin St. Paul's Church-Yard ; H . Mozley, Gainsborough ; Osborne,
Griffith, Paternoster Row ; No.100, Houndsditch ; Peacock, No. 259, Oxford-Street ; sold by him, No.8, Little Queen-Street, Holborn,Griffith, Paternoster Row ; No.100, Houndsditch ; Peacock, No. 259, Oxford-Street ; him, No.8, Little Queen-Street, Holborn,
Grigg, Woolmer, Penny, Sweetland, Trewman, Manning ; Haddon, Bridport ; Hedgeland, Exeter ; Hoxland, Plymouth-Dock ; T. Brice & sold by Johnson, London,Grigg, Woolmer, Penny, Sweetland, Trewman, Manning ; Haddon, Bridport ; Hedgeland, Exeter ; Hoxland, Plymouth-Dock ; T. Brice ; Johnson, London,
Gross ; J. Tymbs ; Worcester, Glocester, Birmingham, Shrewsbury, Chester ; sold,Gross ; J. Tymbs ; Worcester, Glocester, Birmingham, Shrewsbury, Chester,
Grosvenor-Square ; J.P. Coghlan, No. 37, Duke-Streeet,Grosvenor-Square ; J.P. Coghlan, No. 37, Duke-Streeet,
Grove ; William Meyler,Grove ; William Meyler,
Grove, Great Guildford Street, Southwark ; M. Gurney, Holborn-Hill ; Mr. Button, Paternoster-Row ; sold,Grove, Great Guildford Street, Southwark ; M. Gurney, Holborn-Hill ; Mr. Button, Paternoster-Row,
Guil. Creech, íæ Edinbourg ; Tho. Kay,Guil. Creech, íæ Edinbourg ; Tho. Kay,
Guildford, Surrey ; sold by A. Martin,Guildford, Surrey ; A. Martin,
Guillaume Lane ; la presse Minerva,Guillaume Lane ; la presse Minerva,
Guillaume Lane ; la presse Minerva,Guillaume Lane ; la presse Minerva,
Gul. Browne ; Joh. Warren & prostant venales apud T. Payne & J. Edwards,Gul. Browne ; Joh. Warren ; prostant venales apud T. Payne ; J. Edwards,
Gul. Browne ; Joh. Warren & prostant venales apud T. Payne & J. Edwards,Gul. Browne ; Joh. Warren ; prostant venales apud T. Payne ; J. Edwards,
Gul. Bulmer,Gul. Bulmer,
Gul. Bulmer & Soc,Gul. Bulmer ; Soc,
Gul. Calcott, Oxonii ; Haly, Bristolií_ ; J. Deighton, Cantabrigií_ ; prostat venale apud C. Dilly,Gul. Calcott, Oxonii ; Haly, Bristolií_ ; J. Deighton, Cantabrigií_ ; prostat venale apud C. Dilly,
Gul. Calcott, Oxonii ; Haly, Bristolií_, Bibliopolas ; I. & J. Merrill, Cantabrigií_ ; J. Fletcher & Gul. Hanwell, J. Cooke ; prostant venales apud C. Dilly ; sumptibu, editoris,Gul. Calcott, Oxonii ; Haly, Bristolií_, Bibliopolas ; I. ; J. Merrill, Cantabrigií_ ; J. Fletcher ; Gul. Hanwell, J. Cooke ; prostant venales apud C. Dilly ; sumptibu, editoris,
Gul. Ginger ; J. Rivington & filios, G. G. J & J. Robinson ; excudit T. Pote,Gul. Ginger ; J. Rivington ; filios, G. G. J ; J. Robinson ; excudit T. Pote,
Gulielmi Bent,Gulielmi Bent,
Gulielmi Bulmer. Venales prostant apud G. Nicol, bibliopolam regium ; Pall-Mall,Gulielmi Bulmer. Venales prostant apud G. Nicol, bibliopolam regium ; Pall-Mall,
Gulielmi Pine, Anno Salutis,Gulielmi Pine, Anno Salutis,
Gurney ; widow. Sold by Button,Gurney ; widow. Sold Button,
Gurney, Holborn ; sold by Button, Paternoster Row,Gurney, Holborn ; Button, Paternoster Row,
Gurney, near Leather Lane, Holborn ; J.P. Bateman, Devonshire Street, Queen's Square ; Knott, Lombard Street ; Meredith, Tabernacle Row ; Pyner, North Street, Tottenham-Court ; W. Smith, King Street, Seven Dials ; sold by Stratton, No. 12, Tottenham-Court Road,Gurney, near Leather Lane, Holborn ; J.P. Bateman, Devonshire Street, Queen's Square ; Knott, Lombard Street ; Meredith, Tabernacle Row ; Pyner, North Street, Tottenham-Court ; W. Smith, King Street, Seven Dials ; Stratton, No. 12, Tottenham-Court Road,
Gwer ; Lamb, Bristol ; S. Hazard ; S. Hazard, Bath ; settlements & chapels of the congregations of the Brethren in Great-Britain & Ireland ; sold by Henry Haslop, London,Gwer ; Lamb, Bristol ; S. Hazard ; S. Hazard, Bath ; settlements ; chapels of congregations of Brethren Great-Britain ; Ireland ; Henry Haslop, London,
Gwerth Dau Swllt ; I. Daniel, Caerfyddin ; T. Sandford, Amwythig, Amwythig ; ar werth gan E. a T. Williams, Strand ; ereill o lyfrwerthwyr Cymru ; yn Llundain gan T. Rickaby,Gwerth Dau Swllt ; I. Daniel, Caerfyddin ; T. Sandford, Amwythig, Amwythig ; ar werth gan E. a T. Williams, ; ereill o lyfrwerthwyr Cymru ; yn Llundain gan T. Rickaby,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley,H ; G. Mozley,
H & G. Mozley Gainsbrough ; W. Osborne, T. Griffin,H ; G. Mozley Gainsbrough ; W. Osborne, T. Griffin,
H & G. Mozley, Gainsbrough ; W. Osborne & T. Griffin,H ; G. Mozley, Gainsbrough ; W. Osborne ; T. Griffin,
H & G. Mozley, Gainsbrough ; W. Osborne & T. Griffin,H ; G. Mozley, Gainsbrough ; W. Osborne ; T. Griffin,
H & G. Mozley, Gainsbrough ; W. Osborne & T. Griffin,H ; G. Mozley, Gainsbrough ; W. Osborne ; T. Griffin,
H & G. Mozley, Gainsbrough ; W. Osborne, T. Griffin,H ; G. Mozley, Gainsbrough ; W. Osborne, T. Griffin,
H & G. Mozley. Gainsbrough ; W. Osborne, T. Griffin,H ; G. Mozley. Gainsbrough ; W. Osborne, T. Griffin,
H, Mozley, Gainsbro.' ; W. Osborne, T. Griffin,H, Mozley, Gainsbro.' ; W. Osborne, T. Griffin,
H. & T. Hodgson,H. ; T. Hodgson,
H. Allen, Clerkenwell,H. Allen, Clerkenwell,
H. Baldwin,H. Baldwin,
H. Baldwin,H. Baldwin,
H. Baldwin ; J. Nicholls, R. Baldwin, G. Nicol, F & C. Rivington, Leigh & Sotheby, T. Payne, J. Walker, J. Clarke ; M. Pote ; R. Faulder, Hookham & Carpenter, J. Scatcherd, B & J. White, J. Edwards, Cadell & Davies, C & G. Kearsley ; T. Longman, B. Law, J. Johnson, C. Dilly, G. G & J. Robinson, W. Otridge,H. Baldwin ; J. Nicholls, R. Baldwin, G. Nicol, F ; C. Rivington, Leigh ; Sotheby, T. Payne, J. Walker, J. Clarke ; M. Pote ; R. Faulder, Hookham ; Carpenter, J. Scatcherd, B ; J. White, J. Edwards, Cadell ; Davies, C ; G. Kearsley ; T. Longman, B. Law, J. Johnson, C. Dilly, G. G ; J. Robinson, W. Otridge,
H. Baldwin ; J. Seeley, Buckingham ; L. B. Seeley, Ave-Maria-Lane ; New Bridge-Street ; Oundle,H. Baldwin ; J. Seeley, Buckingham ; L. B. Seeley, Ave-Maria-Lane ; New Bridge-Street ; Oundle,
H. Baldwin ; Lee & Hurst ; Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge ; T. Payne, B & J. White, Macqueen, Hookham & Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor & Hood, Anderson, Pote, Cadell & Davies, Murray & Highley,H. Baldwin ; Lee ; Hurst ; Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge ; T. Payne, B ; J. White, Macqueen, Hookham ; Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor ; Hood, Anderson, Pote, Cadell ; Davies, Murray ; Highley,
H. Baldwin ; Mr. Cadell ; Strand ; T. Cadell, Jun & W. Davies,H. Baldwin ; T. Cadell ; T. Cadell, Jr. ; W. Davies,
H. Baldwin ; O. Rees, Paternoster-Row ; T.N. Longman,H. Baldwin ; O. Rees, Paternoster-Row ; T.N. Longman,
H. Baldwin ; press,H. Baldwin ; press,
H. Baldwin ; sold at the place of exhibition,H. Baldwin ; at place of exhibition,
H. Baldwin ; sold at the place of exhibition,H. Baldwin ; at place of exhibition,
H. Baldwin ; sold at their office, No. 19, Little-Moorfields,H. Baldwin ; at their office, No. 19, Little-Moorfields,
H. Baldwin ; Strand ; T. Cadell, Jun & W. Davies,H. Baldwin ; T. Cadell, Jr. ; W. Davies,
H. Baldwin ; T. N. Longman, Paternoster-Row,H. Baldwin ; T. N. Longman, Paternoster-Row,
H. Baldwin ; vestry of the Chapel,H. Baldwin ; vestry of Chapel,
H. Baldwin pro Societate Stationariorum,H. Baldwin pro Societate Stationariorum,
H. Baldwin, C. Dilly, G. G & J. Robinson, T. Cadell, J. Nichols, F & C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G & T. Wilkie, P. Macqueen, B. Collins, Hookham & Carpenter, Darton & Harvey, Vernor & Hood, Cadell jun & Davies ; R. Jameson ; T. Longman, B,H. Baldwin, C. Dilly, G. G ; J. Robinson, T. Cadell, J. Nichols, F ; C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G ; T. Wilkie, P. Macqueen, B. Collins, Hookham ; Carpenter, Darton ; Harvey, Vernor ; Hood, Cadell Jr. ; Davies ; R. Jameson ; T. Longman, B,
H. Baldwin, G. G. J & J. Robinson, T. Cadell, R. Baldwin, F & C. Rivington, G & T. Wilkie, W. Goldsmith, T. Payne, Jun. Scatcherd & Whitaker, W. Lowndes, Ogilvy & Speare, W. Bent ; Hookham & Carpenter ; T. Longman, B,H. Baldwin, G. G. J ; J. Robinson, T. Cadell, R. Baldwin, F ; C. Rivington, G ; T. Wilkie, W. Goldsmith, T. Payne, Jun. Scatcherd ; Whitaker, W. Lowndes, Ogilvy ; Speare, W. Bent ; Hookham ; Carpenter ; T. Longman, B,
H. Baldwin, J. Robson, C. Dilly ; T. Longman, B,H. Baldwin, J. Robson, C. Dilly ; T. Longman, B,
H. Brown ; J. Ridgway,H. Brown ; J. Ridgway,
H. Brown ; J. Ridgway, York-Street, St. James's-Square,H. Brown ; J. Ridgway, York-Street, St. James's-Square,
H. Brown ; J. Ridgway, York-Street, St. James's-Square,H. Brown ; J. Ridgway, York-Street, St. James's-Square,
H. Brown ; J. Ridgway, York-Street, ST. James's-Square,H. Brown ; J. Ridgway, York-Street, ST. James's-Square,
H. Brown ; J. Ridgway, York-Street, St. James's-Square,H. Brown ; J. Ridgway, York-Street, St. James's-Square,
H. Brown ; J. Ridgway, york-street, St. James's-Square,H. Brown ; J. Ridgway, york-street, St. James's-Square,
H. Chapman,H. Chapman,
H. Chapman, no. 65, Chandois-street, Covent-garden ; Mr. I. Walker, Pater-noster-Row ; T. King, New Broad-street ; place of sale ; price 6d. may be had of Mr. Sewell, Royal Exchange,H. Chapman, no. 65, Chandois-street, Covent-garden ; Mr. I. Walker, Pater-noster-Row ; T. King, New Broad-street ; place of sale ; price 6d. may be had of Mr. Sewell, Royal Exchange,
H. Chapman, no. 65, Chandos-Street, Covent-Garden ; Mr. Sewell, Cornhill ; Mr.J. Waiker ; Paternoster-row ; T. King, New Broad-Street ; place of sale ; then had of Mr. Faulder, New Bond-Street,H. Chapman, no. 65, Chandos-Street, Covent-Garden ; Mr. Sewell, Cornhill ; Mr.J. Waiker ; Paternoster-row ; T. King, New Broad-Street ; place of sale ; then had of Mr. Faulder, New Bond-Street,
H. D Symonds ; J. Nott ; Mrs. Hancock ; Peterborough-House Press ; Thompson ; sold by J. Matthews,H. D Symonds ; J. Nott ; Mrs. Hancock ; Peterborough-House Press ; Thompson ; J. Matthews,
H. D Symonds, Pater-Noster-Row, Scatcherd & Whitaker, Ave-Maria-Lane ; T. Hodgson ; sold by E. Bassam, No. 53, St John's-Street, West-Smithfield,H. D Symonds, Pater-Noster-Row, Scatcherd ; Whitaker, Ave-Maria-Lane ; T. Hodgson ; E. Bassam, No. 53, St John's-Street, West-Smithfield,
H. D. Simmonds ; H. Lemoine ; Messrs. Scatcherd & Whitaker,H. D. Simmonds ; H. Lemoine ; Messrs. Scatcherd ; Whitaker,
H. D. Simmonds, No. 20, Pater-noster-Row ; J. Luffman, Windmill-Street, Upper Moorfields,H. D. Simmonds, No. 20, Pater-noster-Row ; J. Luffman, Windmill-Street, Upper Moorfields,
H. D. Simmons, Pater-Noster Row,H. D. Simmons, Pater-Noster Row,
H. D. Simmons, Pater-Noster Row,H. D. Simmons, Pater-Noster Row,
H. D. Simmons, Pater-Noster Row,H. D. Simmons, Pater-Noster Row,
H. D. Simmons, Pater-Noster Row,H. D. Simmons, Pater-Noster Row,
H. D. Steel, No. 51, Lothbury,H. D. Steel, No. 51, Lothbury,
H. D. Steel, No. 51, Lothbury,H. D. Steel, No. 51, Lothbury,
H. D. Steel, No. 51, Lothbury,H. D. Steel, No. 51, Lothbury,
H. D. Steel, No. 51, Lothbury,H. D. Steel, No. 51, Lothbury,
H. D. Steel, No. 51, Lothbury,H. D. Steel, No. 51, Lothbury,
H. D. Symmonds ; J. Ridgeway,H. D. Symmonds ; J. Ridgeway,
H. D. Symmonds, Paternoster-Row,H. D. Symmonds, Paternoster-Row,
H. D. Symmonds, Paternoster-Row,H. D. Symmonds, Paternoster-Row,
H. D. Symmonds, Paternoster-Row,H. D. Symmonds, Paternoster-Row,
H. D. Symmonds, Paternoster-Row ; J. Forbes, Tavistock-Row, Covent-Garden ; J. Ridgway, York Street, St. James's-Square,H. D. Symmonds, Paternoster-Row ; J. Forbes, Tavistock-Row, Covent-Garden ; J. Ridgway, York Street, St. James's-Square,
H. D. Symmonds, Paternoster-Row ; J. Ridgeway, York-Street, St. James's Square,H. D. Symmonds, Paternoster-Row ; J. Ridgeway, York-Street, St. James's Square,
H. D. Symond's ; Pater-Noster Row,H. D. Symond's ; Pater-Noster Row,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds,H. D. Symonds,
H. D. Symonds ; Higham ; J. Matthews ; J. Scatcherd, Ave-Maria-Lane ; Lackington ; T. N. Longman ; Vsic Griffiths, Pater-Noster Row ; W. Symonds J. Wallis ; W. Treppass,H. D. Symonds ; Higham ; J. Matthews ; J. Scatcherd, Ave-Maria-Lane ; Lackington ; T. N. Longman ; Vsic Griffiths, Pater-Noster Row ; W. Symonds J. Wallis ; W. Treppass,
H. D. Symonds ; J. Barfield ; sold by T. Gardiner,H. D. Symonds ; J. Barfield ; T. Gardiner,
H. D. Symonds ; J. Davis ; J. Wright,H. D. Symonds ; J. Davis ; J. Wright,
H. D. Symonds ; J. Gray,H. D. Symonds ; J. Gray,
H. D. Symonds ; J. Johnson ; S. Bladon ; W. March ; sold by J. Debrett,H. D. Symonds ; J. Johnson ; S. Bladon ; W. March ; J. Debrett,
H. D. Symonds ; J. Knot ; sold by C. Forster,H. D. Symonds ; J. Knot ; C. Forster,
H. D. Symonds ; J. Owen,H. D. Symonds ; J. Owen,
H. D. Symonds ; J. Owen,H. D. Symonds ; J. Owen,
H. D. Symonds ; J. Owen,H. D. Symonds ; J. Owen,
H. D. Symonds ; J. Owen ; T. Bellamy ; W. Flexney ; sold by B. Corcoran,H. D. Symonds ; J. Owen ; T. Bellamy ; W. Flexney ; B. Corcoran,
H. D. Symonds ; J. Parsons, J. Ridgway ; W. Wilson,H. D. Symonds ; J. Parsons, J. Ridgway ; W. Wilson,
H. D. Symonds ; J. Ridgeway,H. D. Symonds ; J. Ridgeway,
H. D. Symonds ; J. Ridgeway,H. D. Symonds ; J. Ridgeway,
H. D. Symonds ; J. Ridgway ; T. Spence,H. D. Symonds ; J. Ridgway ; T. Spence,
H. D. Symonds ; J. Smith ; T. Spence ; sold by J. Ridgeway,H. D. Symonds ; J. Smith ; T. Spence ; J. Ridgeway,
H. D. Symonds ; J. Wright,H. D. Symonds ; J. Wright,
H. D. Symonds ; J. Wright,H. D. Symonds ; J. Wright,
H. D. Symonds ; James Ridgeway,H. D. Symonds ; James Ridgeway,
H. D. Symonds ; James Ridgeway,H. D. Symonds ; James Ridgeway,
H. D. Symonds ; James Ridgway,H. D. Symonds ; James Ridgway,
H. D. Symonds ; James Ridgway,H. D. Symonds ; James Ridgway,
H. D. Symonds ; Lee & Hurst,H. D. Symonds ; Lee ; Hurst,
H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, Upper Mary-Le-Bone Street,H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, Upper Mary-Le-Bone Street,
H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, upper Mary-Le-Bone Street,H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, upper Mary-Le-Bone Street,
H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, Upper Mary-Le-Bone Street,H. D. Symonds ; Paternoster Row ; Thomas Clio Rickman, No. 7, Upper Mary-Le-Bone Street,
H. D. Symonds ; Paternoster-Row ; Thomas Clio Rickman, No. 7, upper Mary-Le-Bone-Street,H. D. Symonds ; Paternoster-Row ; Thomas Clio Rickman, No. 7, upper Mary-Le-Bone-Street,
H. D. Symonds ; R. Faulder ; W. Richardson,H. D. Symonds ; R. Faulder ; W. Richardson,
H. D. Symonds ; R. Lyttlejohn ; R. Thomson,H. D. Symonds ; R. Lyttlejohn ; R. Thomson,
H. D. Symonds ; Rickman ; Thomas Elio,H. D. Symonds ; Rickman ; Thomas Elio,
H. D. Symonds ; Robertson & Berry, Edinburgh,H. D. Symonds ; Robertson ; Berry,,
H. D. Symonds ; sold by B. Crosby,H. D. Symonds ; B. Crosby,
H. D. Symonds ; sold by J. Owen,H. D. Symonds ; J. Owen,
H. D. Symonds ; sold by J. Ridgeway,H. D. Symonds ; J. Ridgeway,
H. D. Symonds ; T. Cox ; sold by Millar,H. D. Symonds ; T. Cox ; Millar,
H. D. Symonds ; T. Gardiner ; sold by J. Barfield,H. D. Symonds ; T. Gardiner ; J. Barfield,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds ; Thomas Clio Rickman,H. D. Symonds ; Thomas Clio Rickman,
H. D. Symonds & J. Owen,H. D. Symonds ; J. Owen,
H. D. Symonds & sold ; J. Ridgway,H. D. Symonds ; ; J. Ridgway,
H. D. Symonds, H. Lemoine ; W. Bailey,H. D. Symonds, H. Lemoine ; W. Bailey,
H. D. Symonds, J. Matthews ; J. Murray ; T. Chapman ; sold by J. P. Lepard,H. D. Symonds, J. Matthews ; J. Murray ; T. Chapman ; J. P. Lepard,
H. D. Symonds, No 10, Paternoster-Row,H. D. Symonds, No 10, Paternoster-Row,
H. D. Symonds, No 20 ; Knight ; Little John. Sold by Harrison ; Pater-Noster Row ; St. James's Street ; T. Hookham, New Bond Street ; T. Knott, Lombard Street ; T. Lewis, Russel Street, Covent Garden,H. D. Symonds, No 20 ; Knight ; Little John. Sold Harrison ; Pater-Noster Row ; St. James's Street ; T. Hookham, New Bond Street ; T. Knott, Lombard Street ; T. Lewis, Russel Street, Covent Garden,
H. D. Symonds, No 20, Paternoster Row,H. D. Symonds, No 20, Paternoster Row,
H. D. Symonds, No 20, Paternoster-Row,H. D. Symonds, No 20, Paternoster-Row,
H. D. Symonds, No 20, Paternoster-Row,H. D. Symonds, No 20, Paternoster-Row,
H. D. Symonds, No 20, Paternoster-Row,H. D. Symonds, No 20, Paternoster-Row,
H. D. Symonds, No 20, Paternoster-Row,H. D. Symonds, No 20, Paternoster-Row,
H. D. Symonds, No 20, Paternoster-Row,H. D. Symonds, No 20, Paternoster-Row,
H. D. Symonds, No 20, Paternoster-Row ; Robertson & Berry, No 39, Southbridge, Edinburgh,H. D. Symonds, No 20, Paternoster-Row ; Robertson ; Berry, No 39, Southbridge,,
H. D. Symonds, No 20, Paternoster-Row ; Robertson & Berry, No 39, Southbridge, Edinburgh,H. D. Symonds, No 20, Paternoster-Row ; Robertson ; Berry, No 39, Southbridge,,
H. D. Symonds, No 20, Paternoster-Row ; Robertson & Berry, No. 39, Southbridge, Edinburgh,H. D. Symonds, No 20, Paternoster-Row ; Robertson ; Berry, No. 39, Southbridge,,
H. D. Symonds, No. 20 Paternoster Row. - 14th July. First year of imprisonment in Newgate ; James Ridgway, York-Street, St. James's Square,H. D. Symonds, No. 20 Paternoster Row. - 14th July. First year of imprisonment Newgate ; James Ridgway, York-Street, St. James's Square,
H. D. Symonds, NO. 20, Pater Noster-Row,H. D. Symonds, NO. 20, Pater Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row,H. D. Symonds, No. 20, Pater-Noster-Row,
H. D. Symonds, No. 20, Pater-Noster-Row ; J. Gray, Glashouse Street, Golden Square,H. D. Symonds, No. 20, Pater-Noster-Row ; J. Gray, Glashouse Street, Golden Square,
H. D. Symonds, No. 20, Pater-Noster-Row ; J. Gregory, Brighton ; W. Symonds, Cliff, Lewes,H. D. Symonds, No. 20, Pater-Noster-Row ; J. Gregory, Brighton ; W. Symonds, Cliff, Lewes,
H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox & Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; sold at No. 62, Great Wild-Street, near Lincoln's-Inn-Fields,H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox ; Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; at No. 62, Great Wild-Street, near Lincoln's-Inn-Fields,
H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox & Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; sold at No.62, Great Wild-Street, near Lincoln's-Inn-Fields,H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox ; Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; at No.62, Great Wild-Street, near Lincoln's-Inn-Fields,
H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox & Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; sold at no.62, Great Wild-Street, near Lincoln's-Inn-Fields,H. D. Symonds, No. 20, Pater-Noster-Row ; Mess. Cox ; Phillipson, James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; at no.62, Great Wild-Street, near Lincoln's-Inn-Fields,
H. D. Symonds, No. 20, Pater-Noster-Row ; Owen, Piccadilly,H. D. Symonds, No. 20, Pater-Noster-Row ; Owen, Piccadilly,
H. D. Symonds, No. 20, Pater-Noster-Row ; sold by C. Lowndes, No. 66, Drury-Lane,H. D. Symonds, No. 20, Pater-Noster-Row ; C. Lowndes, No. 66, Drury-Lane,
H. D. Symonds, No. 20, Paternoster Row,H. D. Symonds, No. 20, Paternoster Row,
H. D. Symonds, No. 20, Paternoster Row,H. D. Symonds, No. 20, Paternoster Row,
H. D. Symonds, NO. 20, Paternoster Row,H. D. Symonds, NO. 20, Paternoster Row,
H. D. Symonds, NO. 20, Paternoster Row,H. D. Symonds, NO. 20, Paternoster Row,
H. D. Symonds, No. 20, Paternoster Row,H. D. Symonds, No. 20, Paternoster Row,
H. D. Symonds, No. 20, Paternoster Row,H. D. Symonds, No. 20, Paternoster Row,
H. D. Symonds, No. 20, Paternoster Row ; sold by J. Matthews, No. 18, Strand,H. D. Symonds, No. 20, Paternoster Row ; J. Matthews, No. 18,,
