TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
An essay on the force of imagination in pregnant women: Addressed to the ladies.,,1772.,London :,"printed for R. Baldwin,",004774919,N1663,CW108205115,K001056.000,CW3308205115
"Calculations to determine at what point in the side of a hill its attraction will be the greatest, &c: By Charles Hutton, ... Read at the Royal Society, Nov. 11, 1779.","Hutton, Charles, 1737-1823.",1780.,London :,"printed by J. Nichols (successor to Mr. Bowyer),",004886913,T129879,CW109573349,K103238.000,CW3309573349
"Agrarian justice opposed to agrarian law: and to agrarian monopoly; being a plan for meliorating the condition of man, by creating in every nation a national fund, ... By Thomas Paine, ...","Paine, Thomas, 1737-1809.",[1797?],[London] :,"Paris: printed by W. Adlard. London: re-printed and sold by the booksellers of London and Westminster,",004809374,T5799,CW106330655,K023234.000,CW3306330655
Judith: A sacred drama. As it is performed at the Theatre Royal in Drury-Lane. The music composed by Dr. Arne.,"Bickerstaff, Isaac, 1735-1812.",1761.,London :,"printed for J. Coote; and T. Davies,",004799605,T29271,CW112456347,K033708.000,CW3312456347
"Arcadia; or, the shepherd's wedding: A dramatic pastoral. As it is performed at the Theatre-Royal in Drury-Lane. The music composed by Mr. Stanley.","Lloyd, Robert, 1733-1764.",1761.,London :,"printed for J. and R. Tonson,",004796401,T22351,CW114347290,K031010.000,CW3314347290
The journey: A fragment. By C. Churchill.,"Churchill, Charles, 1731-1764.",1765.,London :,"printed for John Churchill. (Executor to the late C. Churchill,) and sold by W. Flexney,",004799567,T29224,CW110483689,K033670.000,CW3310483689
"A conversation between His most sacred Majesty George III. and Samuel Johnson, LL.D. Illustrated with observations, by James Boswell, Esq:","Boswell, James, 1740-1795.",1790.,London :,"printed by Henry Baldwin; for Charles Dilly,",004790896,T12462,CW105196785,K026247.000,CW3305196785
"The evident advantages to Great Britain and its allies from the approaching war: especially in matters of trade. To which is added two curious plans, one of the port and bay of Havana; the other of Porto-Belo:","Defoe, Daniel, 1661?-1731.",1727.,London :,"printed; and sold by J. Roberts; and A. Dodd,",004797696,T2617,CW106253430,K021585.000,CW3306253430
"An essay on musical expression: By Charles Avison, ... With alterations and large additions. To which is added, a letter to the author, concerning the music of the ancients, ... Likewise, Mr. Avison's Reply to the author of Remarks on the Essay on musical expression. In a letter from Mr. Avison, to his friend in London.","Avison, Charles, 1710-1770.",1775.,London :,"printed for Lockyer Davis,",004865013,T101011,CW106857038,K081295.000,CW3306857038
"The prophecy of famine. A Scots pastoral: By C. Churchill. Inscribed to John Wilkes, Esq;.","Churchill, Charles, 1731-1764.",1763.,London :,"printed for the author, and sold by G. Kearsly,",004808200,T42786,CW117025062,K041717.000,CW3317025062
"Albina, Countess Raimond: a tragedy, by Mrs. Cowley: as it is performed at the Theatre-Royal in the Hay-Market.","Cowley, Mrs. (Hannah), 1743-1809.",1779.,London :,"printed by T. Spilsbury; for J. Dodsley; R. Faulder; L. Davis; T. Becket [and 7 others in London],",004832615,T54527,CW116282400,K048831.000,CW3316282400
"Britannia triumphans: or the Empire sav'd: and Europe deliver'd. By the success of her Majesty's forces under the wise and heroick conduct of his Grace the Duke of Marlborough. A poem, by Mr. Dennis.","Dennis, John, 1657-1734.",1704.,London :,"printed for J. Nutt,",004799834,T29691,CW105121927,K033915.000,CW3305121927
Remarks concerning the encroachments on the river Thames near Durham-yard. ... In two parts:,"Sharp, Granville, 1735-1813.",1771.,London :,"printed by G. Bigg,",004900825,T46739,CW100876869,K043996.000,CW3300876869
A complete history of the English stage: ... by Mr. Dibdin. ...,"Dibdin, Charles, 1745-1814.",[1800],London :,"printed for the author, and sold by him at his warehouse,",004892642,T138159,CW102746846,K108995.004,CW3302862950
"The divine model: or, Christian's exemplar. To which is added, The dram-shop.","More, Hannah, 1745-1833.",[1790?],Dublin :,"sold by William Watson. And by Chapmen and Hawkers,",004788243,N8313,CW123087076,K004915.000,CW3323087076
"An essay upon publick credit: being an enquiry how the publick credit comes to depend upon the change of the ministry, or the dissolutions of Parliaments; and whether it does so or no. ...","Defoe, Daniel, 1661?-1731.",1710.,London :,"printed, and sold by the book-sellers,",004843879,T70823,CW103963062,K060122.000,CW3303963062
Doctor Last in his chariot: a comedy: as it is performed at the Theatre Royal in the Hay-Market.,"Bickerstaff, Isaac, 1735-1812.",1769.,London :,"printed for W. Griffin,",004838879,T63743,CW110148609,K055107.000,CW3310148609
Poems by Mr. Gray:,"Gray, Thomas, 1716-1771.",1768.,London :,"printed for J. Dodsley,",004832965,T55125,CW110706706,K049181.000,CW3310706706
"A pill to purge the dispensary doctors: or, a cure for the present state of physick.",,1702.,London :,"printed for the author,",004874629,T113546,CW100716846,K090934.000,CW3300716846
"A treatise of incurable diseases: containing I. An essay on the proper means to reduce the number of incurables. II. An attempt to settle a just notion of incurable in physick. III. A specimen of a rational method to discover the cures of reputed incurable diseases. By P. Shaw, M.D:","Shaw, Peter, 1694-1763.",1723.,London :,"printed for J. Roberts,",004834807,T58008,CW106967945,K051025.000,CW3306967945
The beauties of English poesy: Selected by Oliver Goldsmith. In two volumes. ...,"Goldsmith, Oliver, 1730?-1774.",1767.,London :,"printed for William Griffin,",004897166,T146028,CW113140669,K113547.001,CW3313140669
"A miscellany, containing several tracts on various subjects. By the Bishop of Cloyne:","Berkeley, George, 1685-1753.",1752.,London :,"printed for J. and R. Tonson and S. Draper,",004805982,T39487,CW119517070,K039747.000,CW3319517070
"Historical and biographical sketches of the progress of botany in England, from its origin to the introduction of the Linnæan system: By Richard Pulteney, ...","Pulteney, Richard, 1730-1801.",1790.,London :,"printed for T. Cadell,",004850386,T81254,CW107039931,K066646.002,CW3307040310
"Speech of Philip Francis, Esq. in the House of Commons, on Friday, February 26, 1796: on the motion, ""that it appears to this House, that the principle of making loans for the public service, by free and open competition, ... has been very generally recognised, as affording the fairest prospect of public advantage."".","Francis, Philip, Sir, 1740-1818.",1796.,London :,"printed for J. Debrett,",004778754,N23546,CW104950899,K013690.000,CW3304950899
"Observations on the cow-pox. By William Woodville,:","Woodville, William, 1752-1805.",1800.,London :,"printed and sold by William Phillips,",004809985,T7914,CW107224112,K023978.000,CW3307224112
"A brief state of the inland or home trade, of England: and of the oppressions it suffers, and the dangers which threaten it from the invasion of hawkers, pedlars, and clandestine traders of all sorts. Humbly represented to the present Parliament.","Defoe, Daniel, 1661?-1731.",1730.,London :,"printed for Tho. Warner,",004834053,T56868,CW106381965,K050270.000,CW3306381965
The young widow; or the history of Cornelia Sedley: in a series of letters. ...,"Hayley, William, 1745-1820.",1789.,Dublin :,"printed for Messrs. L. White, P. Byrne, P. Wogan, H. Colbert, A. Grueber, [and 3 others in Dublin],",004885348,T127663,CW103187052,K101669.001,CW3303187052
"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brooke.","Brooke, Henry, 1703?-1783.",1765-70.,Dublin :,"printed for the autor [sic] By Dillon Chamberlaine,",004836069,T59854,CW111618201,K052287.003,CW3310876004
The second satire of the second book of Horace praprhased [sic]: By the author of the first.,"Pope, Alexander, 1688-1744.",1735 [1734?],London :,"printed by J. Wright for Lawton Gilliver,",004809326,T5742,CW113116761,K023189.000,CW3313116761
"A sequel to Common sense: or, the American controversy considered in two points of view hitherto unnoticed. ... By Theophilus Philadelphus.","Philadelphos, Theophilos.",1777.,Dublin :,"printed by Alex. Stuart,",004901298,T47465,CW104228751,K044470.000,CW3304228751
"The walking statue: or, the devil in the wine-cellar. A comedy, as it was acted at the Theatre Royal in Drury-Lane.","Hill, Aaron, 1685-1750.",1709.,[London] :,"Printed in the year,",004779332,N24813,CW106514472,K014189.000,CW3306514472
"The virtues and excellency of the American tobacco plant, for cure of diseases, and preservation of health: and the noxious qualities of the tobacco growing in Northern countries:",,1712.,London :,"printed for R. Parker; and sold by J. Morphew,",004861603,T96718,CW108704520,K077880.000,CW3308704520
Elements of criticism: In three volumes. ...,"Kames, Henry Home, Lord, 1696-1782.",1762.,Edinburgh :,"printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh,",004801739,T32597,CW110985945,K035616.003,CW3310986839
"Learning at a loss, or the amours of Mr. Pedant and Miss Hartley. A novel. In two volumes.:","Way, G. L. (Gregory Lewis), d. 1799.",1778.,London :,"printed for the author, and sold by H. Gardner; and J. Bew,",004862212,T97491,CW113356661,K078489.002,CW3313516054
"A letter to the Right Honourable William Windham, on the intemperance and dangerous tendency of his public conduct. By Thomas Holcroft:","Holcroft, Thomas, 1745-1809.",1795.,London :,"printed for H. D. Symonds,",004839772,T65013,CW104234072,K056001.000,CW3304234072
"The sincerity of the dissenters vindicated, from the scandal of occasional conformity: with some considerations on a late book, entitul'd, Moderation a vertue.","Defoe, Daniel, 1661?-1731.",1703.,London :,"printed in the year,",004802008,T32973,CW116174708,K035870.000,CW3316174708
The sublime and beautiful of scripture: being essays on select passages of sacred composition. By Courtney Melmoth. In two volumes.,"Pratt, Mr. (Samuel Jackson), 1749-1814.",1777.,London :,"printed for J. Murray,",004882695,T124076,CW118455452,K099013.002,CW3318455667
Advice: a satire:,"Smollett, Tobias George, 1721-1771.",MDCCXVI [1746],London :,"printed for George Freer,",004833069,T55291,CW110015745,K049285.000,CW3310015745
"The way to plenty: or, the second part of Tom White.","More, Hannah, 1745-1833.",[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath: and by all booksellers, newsmen, and Hawkers, in town and country,",004888265,T131818,CW117057895,K104598.000,CW3317057895
The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ...,"Lennox, Charlotte, ca. 1729-1804.",1797.,London :,"printed for J. Bell,",004823316,T204341,CW114803172,K127477.003,CW3314803600
"Royal benevolence. A poem. Most humbly address'd to Her Majesty Queen Caroline: As it was presented to the said Queen's Majesty, by the author, on Friday, the 2d of October, 1730. at Windsor-Castle. To which is annexed, a poem on providence. Both written by Stephen Duck ...","Duck, Stephen, 1705-1756.",1730.,London :,"printed, and sold by W. Harris; and by the booksellers and pamphletsellers of London and Westminster,",004772352,N13061,CW110431465,K008077.000,CW3310431465
"The Hackney coachman; or, the way to get a good fare:","More, Hannah, 1745-1833.",[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath, and by all booksellers, newsmen, and hawkers in town and country,",004803793,T35941,CW116021642,K037587.000,CW3316021642
"The runaway, a comedy: as it is acted at the Theatre-Royal in Drury-Lane.","Cowley, Mrs. (Hannah), 1743-1809.",1776.,London :,"printed for the author; and sold by Mr. Dodsley; Mr. Becket, and Mr. Cadell; Mr. Langman; and Carnan and Newbery,",004900972,T46976,CW112791086,K044143.000,CW3312791086
A supplement to the miscellanies of Thomas Chatterton:,"Chatterton, Thomas, 1752-1770.",1784.,London :,"printed for T. Becket,",004902287,T48948,CW110893031,K045459.000,CW3310893031
"The two wealthy farmers; or, the history of Mr. Bragwell. In seven parts:","More, Hannah, 1745-1833.",1799.,London :,"sold by F. and C. Rivington; J. Evans; J. Hatchard; and S. Hazard, Bath,",004827014,T223323,CW115854589,K131280.000,CW3315854589
The duellist. A poem. In three books. By C. Churchill:,"Churchill, Charles, 1731-1764.",1764.,London :,"printed for G. Kearsly; W. Flexney; J. Coote; C. Henderson; J. Gardiner; and J. Almon,",004793407,T1712,CW114904014,K020964.000,CW3314904014
"A narrative of facts, relating to a prosecution for high treason: including the address to the jury, which the court refused to hear: ... and the defence the author had prepared, if he had been brought to trial. By Thomas Holcroft.","Holcroft, Thomas, 1745-1809.",1795.,London :,"printed for H. D. Symonds,",004894025,T140030,CW123976771,K110388.000,CW3323976771
"Serino: or, the character of a fine gentleman: with reference to rerigion [sic], learning, and the conduct of life. ... Written by Mr. Addison.","Addison, Joseph, 1672-1719.",1723.,London :,"printed for E. Curll,",004895305,T142806,CW115375686,K111682.000,CW3315375686
Memoirs of the author of A vindication of the rights of woman: By William Godwin.,"Godwin, William, 1756-1836.",1798.,London :,"printed for J. Johnson; and G. G. and J. Robinson,",004859855,T94267,CW101679983,K076130.000,CW3301679983
"Mr. Pope's literary correspondence. Volume the fourth. With letters, &c. to, and from, Mr. Addison. Bishop Atterbury. ... To which are added, Muscovian letters:","Pope, Alexander, 1688-1744.",1736.,London :,"printed for E. Curll,",004809125,T5511,CW113743997,K023004.004,CW3313743997
An ode to the genius of scandal:,"Sheridan, Richard Brinsley, 1751-1816.",1781.,London :,"printed for G. Kearsly,",004807611,T41991,CW110221933,K041189.000,CW3310221933
"The Wicklow mountains: or, the lad of the hills, a comic opera, in two acts. Written by O'Keeffe.","O'Keeffe, John, 1747-1833.",1797.,Dublin :,"printed by John Whitworth,",004779408,N24967,CW111406215,K014256.000,CW3311406215
"A discourse on antient and modern learning: By the late Right Honourable Joseph Addison, Esq; Published from an original manuscript of Mr. Addison's, prepared and corrected by himself.","Addison, Joseph, 1672-1719.",1734.,London :,"printed for T. Osborne,",004801318,T31976,CW110152140,K035226.000,CW3310152140
"Instructions for collecting and preserving various subjects of natural history; as animals, birds, reptiles, shells, corals, plants, &c. Together with A treatise on the management of insects in their several states; selected from the best authorities. By E. Donovan,:","Donovan, E. (Edward), 1768-1837.",1794.,London :,"printed for the author; and sold by Messrs. Rivingtons,",004863832,T99570,CW110039684,K080111.000,CW3310039684
A short history of the opposition during the last session of Parliament:,"Macpherson, James, 1736-1796.",1779.,Dublin :,"printed for the company of booksellers,",004790882,T12445,CW104218666,K026235.000,CW3304218666
Letters from Yorick to Eliza:,"Sterne, Laurence, 1713-1768.",1773.,London :,"printed for W. Johnston,",004792519,T14743,CW114593056,K027657.000,CW3314593056
"Thespis: or, a critical examination into the merits of all the principal performers belonging to Drury-Lane Theatre:","Kelly, Hugh, 1739-1777.",1766.,London :,"printed for G. Kearsly,",004773314,N14373,CW110439474,K008947.000,CW3310439474
The school for rakes: a comedy. As it is performed at the Theatre-Royal in Drury-Lane.,"Griffith, Mrs. (Elizabeth), 1720?-1793.",1769.,London :,"printed for T. Becket and P. A. De Hondt,",004795556,T2095,CW110152772,K021263.000,CW3310152772
The Artifice: A comedy. As it is acted at the Theatre-Royal in Drury-Lane. By His Majesty's company of comedians. By Mrs. Cent-Livre.,"Centlivre, Susanna, 1667?-1723.",1723.,London :,"printed for T. Payne,",004798016,T26858,CW110133203,K032308.000,CW3310133203
"The present uncertainty in the knowledge of med'cines, in a letter to the physicians in the Commission for sick and wounded seamen. With a postscript to physicians, shewing the necessity of a true theory of diseases. By W. Corkburn, M.D.:","Cockburn, W. (William), 1669-1739.",1703.,London :,"printed by R[ichard] J[aneway] for Benj. Barker; and sold by J. Nutt,",004831947,T53584,CW100716854,K048163.000,CW3300716854
"Ode to Mr. Wright of Derby. By William Hayley, Esq:","Hayley, William, 1745-1820.",1783.,Chichester :,"printed by Dennett Jaques,",004850140,T80840,CW114570853,K066398.000,CW3314570853
Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ...,"Trusler, John, 1735-1820.",1785.,London :,"printed for the author, by the Literary Society, at the Logographic Press, and sold by J. Walter,",004863316,T98935,CW112426261,K079595.003,CW3312426737
"A sermon: preached February 28, 1794, being the day appointed for a general fast. By J. Brand, ...","Brand, John, d. 1808.",1794.,London :,"printed for W. Clarke,",004890163,T134448,CW119723395,K106504.000,CW3319723395
"The life of Sir Thomas Pope: founder of Trinity College Oxford. Chiefly compiled from original evidences. With an appendix of papers, never before printed. The second edition, corrected and enlarged. By Thomas Warton, ...","Warton, Thomas, 1728-1790.",1780.,London :,"printed for Thomas Cadell,",004896874,T145600,CW101551018,K113255.000,CW3301551018
"Momus, a poem; or a critical examination into the merits of the performers, and comic pieces, at the Theatre-Royal in the Hay-Market:","Carey, George Saville, 1743-1807.",[1767],London :,"printed for the author, and sold by J. Almon, and J. Williams,",004807208,T41367,CW116666624,K040829.000,CW3316666624
Eloisa to Abelard: Written by Mr. Pope.,"Pope, Alexander, 1688-1744.",1720 [1719],London :,"printed for Bernard Lintot,",004809172,T5566,CW113193981,K023048.000,CW3313193981
"Remarks on the final cessation of the menses: and on a remedy and method of treatment, adapted to prevent or remove the evil consequences attending that period: together with some strictures on secret and advertised medicines in general.",,1775.,London :,"printed for the author, and sold by John Donaldson,",004772016,N12675,CW107023367,K007766.000,CW3307023367
"The answer of Philip Francis, Esq. to the charges exhibited against him, General Clavering, and Colonel Monson: By Sir Elijah Impey, Knight, when at the bar of the House of Commons, on his defence to the Nunducomar charge.","Francis, Philip, Sir, 1740-1818.",[1788],London :,"printed for John Abraham; and to be had of all other booksellers, in town and country,",004821739,T194401,CW124967068,K125893.000,CW3324967068
"Remarks on the scurvy as it appeared among the English prisoners in France: in the year 1795; with an account of the effects of opium in that disease, ... by R. T. Crosfeild, M.D.","Crosfeild, Robert Thomas, 1759-1802.",1797.,London :,"printed for the author; and sold by J. Ridgway,",004877908,T117581,CW107111391,K094222.000,CW3307111391
Essays: By Mr. Goldsmith. ...,"Goldsmith, Oliver, 1730?-1774.",1765.,London :,"printed for W. Griffin,",004897197,T146065,CW113088086,K113578.000,CW3313088086
Arundel: By the author of The observer. ...,"Cumberland, Richard, 1732-1811.",1789.,London :,"printed for C. Dilly,",004790113,T11253,CW110896793,K025532.002,CW3310897090
"The report of the physicians and surgeons, commanded to assist at the dissecting the body of His late Majesty at Kensington, March the tenth MDCCI/II. From the original delivered to the Right Honourable the Privy Council:",,1702.,London :,"printed for John Nutt,",004794595,T1873,CW107118701,K021105.000,CW3307118701
"The dramatic history of Master Edward: Miss Ann, Mrs. Llwhuddwhydd, and others. The extraordinaries of these times. Collected from Zaphaniel's original papers. Illustrated with copper-plates.","Stevens, George Alexander, 1710-1784.",1743 [1763],London :,"printed for T. Waller,",004876967,T116476,CW110852650,K093280.000,CW3310852650
A true character of Mr. Pope:,"Dennis, John, 1657-1734.",1717],"[London,",,004885973,T128542,CW115337803,K102297.000,CW3315337803
"An essay on the life and genius of Samuel Johnson: LL.D. By Arthur Murphy, ...","Murphy, Arthur, 1727-1805.",1792.,London :,"printed for T. Longman, B. White and Son, B. Law, J. Dodsley, H. Baldwin, [and 32 others in London, including E. Newbery],",004855149,T87884,CW101754297,K071418.000,CW3301754297
"Observations on the gout and rheumatism: Exhibiting instances of persons who were greatly relieved in the fit of the gout; ... by medicines discovered in America. With a short account of some medicines, and ways of curing diseases, used by the native Indians. To which are added, a few remarkable cases ... By Henry Flower, an American.","Flower, Henry.",1766.,London :,"printed for E. Cooke,",004770016,N10160,CW107021887,K005913.000,CW3307021887
The school for wives: A comedy. As it is performed at the Theatre-Royal in Drury-Lane.,"Kelly, Hugh, 1739-1777.",1774.,London :,"printed for T. Becket,",004901107,T47176,CW110136274,K044278.000,CW3310136274
Some reasons why the practice of inoculation ought to be introduced into the town of Bury at present:,"Hartley, David, 1705-1757.",1733.,Bury St. Edmunds :,"printed in the year,",004838670,T63464,CW107219466,K054898.000,CW3307219466
"Peace, ignominy, and destruction: a poem. Inscribed to the Rt. Hon. Charles James Fox.","Jerningham, Mr. (Edward), 1737?-1812.",1796.,London :,"printed for F. and C. Rivington; and R. White,",004847499,T76167,CW112369915,K063754.000,CW3312369915
"Analysis of Belloste's pills: and their manner of operating in the human body, by the author himself; ...","Belloste, Augustin, 1654-1730.",1730?],"[London?,",,004813709,T162656,CW110786492,K117814.000,CW3310786492
"A school for greybeards: or, the mourning bride: a comedy, in five acts. As performed at the Theatre Royal, Drury-Lane. By Mrs. Cowley.","Cowley, Mrs. (Hannah), 1743-1809.",1786.,London :,"printed for G. G.J. and J. Robinson,",004901097,T47165,CW112642434,K044268.000,CW3312642434
"The history of Charles Jones, the footman: Written by himself.","More, Hannah, 1745-1833.",[1796],[London] :,"Sold by J. Marshall; London. By S. Hazard, at Bath,",004804029,T36357,CW102469734,K037818.000,CW3302469734
"The life of David Hume, Esq: Written by himself. To which is added, a letter from Adam Smith, LL.D. to William Strahan, Esq.","Hume, David, 1711-1776.",1777.,Dublin :,"printed for J. Williams,",004854280,T86648,CW102104504,K070549.000,CW3302104504
"An essay on generation. By J. F. Blumenbach, M.D. ... Translated from the German:","Blumenbach, Johann Friedrich, 1752-1840.",[1792],London :,"printed for T. Cadell; Faulder; Murray; and Creech, Edinburgh,",004837133,T61381,CW109805269,K053359.000,CW3309805269
"The British librarian: exhibiting a compendious review or abstract of our most scarce, useful, and valuable books in all sciences, as well in manuscript as in print: ... With a complete index ...","Oldys, William, 1696-1761.",1738.,London :,"printed for T. Osborne,",004898423,T147996,CW125079887,K114808.000,CW3325079887
"A descriptive account of the islands lately discovered in the South-Seas: Giving a full detail of the present state of the inhabitants, their government, religion, ... by the Reverend Dr. John Trusler, ...","Trusler, John, 1735-1820.",1778.,London :,"printed for the author, and sold by R. Baldwin,",004869686,T107078,CW124688467,K085977.000,CW3324688467
Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ...,"Trusler, John, 1735-1820.",1785.,London :,"printed for the author, by the Literary Society, at the Logographic Press, and sold by J. Walter,",004863316,T98935,CW112426261,K079595.002,CW3312426496
"Observations on Soame Jenyns's View of the internal evidence of the Christian religion; addressed to its almost-Christian author. By W. Kenrick, LL.D:","Kenrick, W. (William), 1725?-1779.",1776.,London :,"printed for the author; and sold by T. Evans, and G. Corrall,",004850269,T81102,CW119056528,K066529.000,CW3319056528
"Letters from France: containing many new anecdotes relative to the French revolution, and the present state of French manners. By Helen Maria Williams. Vol.II.","Williams, Helen Maria, 1762-1827.",1792.,London :,"printed for G. G. J. and J. Robinson,",004885156,T127415,CW100840674,K101477.000,CW3300840674
A series of genuine letters between Henry and Frances: ...,"Griffith, Richard, d. 1788.",1757.,London :,"printed for W. Johnston,",004877674,T117316,CW111112071,K093988.002,CW3310644375
"The influence of piety on the public good. A sermon, preached in the High Church of Edinburgh, May 31. 1761, ... By Alexander Gerard,:","Gerard, Alexander, 1728-1795.",1761.,Edinburgh :,"printed for A. Kincaid and J. Bell,",004791915,T14004,CW120221557,K027127.000,CW3320221557
The Odyssey of Homer:,Homer.,1725-26.,London :,"printed for Bernard Lintot,",004792674,T14927,CW114149336,K027796.001,CW3314724473
"A state of the British authority in Bengal under the government of Mr. Hastings. Exemplified in his conduct in the case of Mahomed Reza Khan. With a debate upon a letter from Mobareck Ul Dowlah, Nabob of Bengal. From authentic documents:","Francis, Philip, Sir, 1740-1818.",1780.,London :,"printed by H. S. Woodfall: sold by J. Dodsley, and R. Baldwin,",004796532,T2254,CW101068463,K021346.000,CW3301068463
The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ...,"Lennox, Charlotte, ca. 1729-1804.",1797.,London :,"printed for J. Bell,",004823316,T204341,CW114803172,K127477.002,CW3314803380
A third letter to a Member of the present Parliament: on the proposals for peace with the regicide directory of France. By the late Right Hon. Edmund Burke.,"Burke, Edmund, 1729-1797.",1797.,London :,"printed for F. and C. Rivington; sold also by J. Hatchard,",004903009,T50078,CW106255770,K046182.000,CW3306255770
The northern-star: A poem. Written by Mr. Hill.,"Hill, Aaron, 1685-1750.",1718.,London :,"printed for E. Berington, and J. Morphew,",004776294,N19408,CW112773641,K011545.000,CW3312773641
"A plain and succinct narrative of the late riots and disturbances in the cities of London and Westminster: and borough of Southwark. Containing, ... an account of the commitment of Lord George Gordon to the Tower, and anecdotes of his life. To which is prefixed, an abstract of the act lately passed in favour of the Roman Catholics. ... The third edition, corrected: with an appendix. By William Vincent, ...","Holcroft, Thomas, 1745-1809.",1780.,London :,"printed for Fielding and Walker,",004779532,N25228,CW105639575,K014363.000,CW3305639575
Elements of criticism: In three volumes. ...,"Kames, Henry Home, Lord, 1696-1782.",1762.,Edinburgh :,"printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh,",004801739,T32597,CW110985945,K035616.002,CW3310986375
"Richard Plantagenet: a legendary tale, now first published, by Mr. Hull.","Hull, Thomas, 1728-1808.",[1774],[London :,"printed for] J. Bell in the Strand & C. Etherington at York,",004899768,T44943,CW110082178,K042939.000,CW3310082178
Zingis. A tragedy: As it is performed at the Theatre-Royal in Drury-Lane. By Alexander Dow.,"Dow, Alexander, d. 1779.",1769.,London :,"printed for T. Becket and P.A. De Hondt,",004831470,T52934,CW110244999,K047686.000,CW3310244999
"A poem to His Majesty King George, II. on the present state of affairs in England: with remarks on the alterations expected at court, after the rise of the Parliament. By the Rev. Dr. J. Swift, ... In Lilliputian verse.","Carey, Henry, 1687?-1743.",1727.,Dublin :,"printed by little George Faulkner,",004771204,N11663,CW111154010,K007016.000,CW3311154010
"Letters and passages restored from the original manuscripts of the history of Clarissa. To which is subjoined, a collection of such of the moral and instructive sentiments, ... as are presumed to be of general use ... Published for the sake of doing justice to the purchasers of the two first editions of that work:","Richardson, Samuel, 1689-1761.",1751.,London :,"printed for S. Richardson: and sold by John Osborn; by Andrew Millar; by J. and J. Rivington; and by J. Leeke, at Bath,",004835421,T58993,CW116697739,K051639.008,CW3316697739
"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brooke.","Brooke, Henry, 1703?-1783.",1765-70.,Dublin :,"printed for the autor [sic] By Dillon Chamberlaine,",004836069,T59854,CW111618201,K052287.002,CW3310875694
A poem sacred to the memory of Sir Isaac Newton: By James Thomson.,"Thomson, James, 1700-1748.",1727.,Dublin :,"printed by S. Powell, for Richard Norris,",004864236,T100048,CW115816561,K080517.000,CW3315816561
A dialogue betwixt Whig and Tory. Wherein the principles and practices of each party are fairly and impartially stated;:,"Defoe, Daniel, attributed name. 1661?-1731,",1710.,London :,"printed [for S. Popping and T. Harriman] in the year,",004834067,T56887,CW105208926,K050284.000,CW3305208926
A dissertation upon the nervous system to show its influence upon the soul.:,,1780.,[London?] :,"Published September,",004832114,T53796,CW121111719,K048330.000,CW3321111719
"Advice to those who are afflicted with the venereal disease: Containing the symptoms at large, with practical notes, and advice to them while under cure. Also, methods of preventing any future infection, in either sex. By F. B. Spilsbury, ...","Spilsbury, Francis.",1789.,London :,"printed for the author, and sold by W. Nicoll, and all the booksellers in town and country,",004799106,T28440,CW107117801,K033266.000,CW3307117801
"Caution recommended in the use and application of Scripture language: A sermon preached July 15, 1777, in the cathedral church of Carlisle, at the visitation of the Right Reverend Edmund, Lord Bishop of Carlisle. By William Paley, ...","Paley, William, 1743-1805.",1777.,Cambridge :,"printed by J. Archdeacon; for T. & J. Merrill, in Cambridge; B. White; J. Robson & Co.; J. Wilkie; and Richardson & Urquhart, London,",004808469,T4525,CW118274819,K022415.000,CW3318274819
"The enchanter: or, love and magic. A musical drama. As it is performed at the Theatre-Royal in Drury-Lane. The music composed by Mr. Smith.","Garrick, David, 1717-1779.",1760.,London :,"printed for J. and R. Tonson,",004801769,T32640,CW113470048,K035642.000,CW3313470048
"The harmony and agreement of the collects, epistles, and gospels: as they stand in the Book of Common-Prayer, from the first Sunday in Advent, to the last Sunday after Trinity. ... Proper to be bound up with the Common-Prayer, ... By Henry Bourne, ...","Bourne, Henry, 1696-1733.",1727.,Newcastle upon Tyne :,"printed by John White, for the author, and sold by Mr. Byson in Newcastle, Mr. Waghorn in Durham, and by the booksellers, in London and York,",004876317,T115721,CW118450080,K092629.000,CW3318450080
The Iliad: of Homer. Translated by Mr. Pope.,Homer.,1715-20.,London :,"printed by W. Bowyer, for Bernard Lintott,",004836009,T59731,CW111801632,K052227.001,CW3311801632
"A hymn to harmony: written in honour of St. Cecilia's day, M DCC I. By Mr. Congreve. Set to musick by Mr. John Eccles, ...","Congreve, William, 1670-1729.",1703 [1702],London :,"printed for Jacob Tonson,",004881668,T122526,CW113134775,K097986.000,CW3313134775
The Rambler.:,"Johnson, Samuel, 1709-1784.",1752.,London :,"printed for J. Payne and J. Bouquet,",004772607,N13484,CW116217636,K008295.006,CW3316219148
