TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
Poems on several occasions:,"Carter, Elizabeth, 1717-1806.",1766.,London :,"printed for John Rivington,",004851390,T82901,CW111542070,K067651.000,CW3311542070
"Variety. A tale, for married people:","Whitehead, William, 1715-1785.",1776.,London :,"printed for J. Dodsley,",004838111,T62734,CW113433566,K054338.000,CW3313433566
"Union and no union. Being an enquiry into the grievances of the Scots. And how far they are right or wrong, who alledge that the union is dissolved:","Defoe, Daniel, 1661?-1731.",1713.,London :,"printed, and sold by John Baker,",004834145,T56995,CW105565362,K050362.000,CW3305565362
"The life, adventures, and pyracies, of the famous Captain Singleton::","Defoe, Daniel, 1661?-1731.",1720.,London :,"printed for J. Brotherton, J. Graves, A. Dodd, and T. Warner,",004843161,T69688,CW110990593,K059398.000,CW3310990593
"Blue-beard: or, female curiosity! A dramatick romance; first represented at the Theatre Royal Drury-Lane, on Tuesday January 16, 1798. Written by George Colman, the younger.","Colman, George, 1762-1836.",1798.,London :,"printed by T. Woodfall, for Messrs Cadell and Davies,",004795439,T20761,CW110145097,K030149.000,CW3310145097
An essay towards preventing the ruine of Great Britain:,"Berkeley, George, 1685-1753.",1721.,London :,"printed: and sold by J. Roberts,",004802322,T33453,CW119839839,K036136.000,CW3319839839
"The history of England: from the Revolution to the death of George the Second. (Designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D.","Smollett, Tobias George, 1721-1771.",1785.,London :,"printed for T. Cadell; and R. Baldwin,",004833092,T55315,CW103142584,K049308.002,CW3303143065
"The history of England: from the Revolution to the death of George the Second. (Designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D.","Smollett, Tobias George, 1721-1771.",1785.,London :,"printed for T. Cadell; and R. Baldwin,",004833092,T55315,CW103142584,K049308.003,CW3303143600
The wonderful old man. Written by George Alexander Steevens. Tune - Derry down:,"Stevens, George Alexander, 1710-1784.",[1785?],Salisbury :,"Fowler, printer,",004904344,T52681,CW114303279,K047523.000,CW3314303279
"The compleat English tradesman. Volume II. In two parts. Part I. Directed chiefly to the more experienc'd tradesmen; ... Part II. Being useful generals in trade,:","Defoe, Daniel, 1661?-1731.",1727.,London :,"printed for Charles Rivington,",004844765,T71961,CW105536040,K061010.002,CW3305536040
"The trip to Portsmouth: a comic sketch of one act, with songs.","Stevens, George Alexander, 1710-1784.",[1773],London :,"printed for T. Waller; T.Becket; and G. Robinson,",004903822,T51737,CW113949707,K047000.000,CW3313949707
"Free thoughts upon faith: or the religion of nature. A poem, with notes.","Hill, Aaron, 1685-1750.",1758.,[Liverpool] :,"Printed [by John Sadler] in the year,",004848354,T77600,CW113549327,K064610.000,CW3313549327
"Reasons why this nation ought to put a speedy end to this expensive war: with a brief essay, at the probable conditions on which the peace now negotiating, may be founded. ...","Defoe, Daniel, 1661?-1731.",1711.,[London] :,"Printed for J. Baker,",004840434,T65916,CW106550134,K056663.000,CW3306550134
"Essays on men and manners: By William Shenstone, Esq. In one volume.","Shenstone, William, 1714-1763.",1794.,London :,"printed for J. Parsons,",004860194,T94736,CW117648366,K076469.001,CW3317648366
The musical lady. A farce: As it is acted at the Theatre-Royal in Drury-Lane.,"Colman, George, 1732-1794.",1762.,London :,"printed for T. Becket and P.A. Dehondt,",004807371,T41649,CW110293171,K040976.000,CW3310293171
Fatal curiosity: a true tragedy. By Mr. Lillo.,"Lillo, George, 1693-1739.",1762.,London :,"printed for T. Davies,",004781682,N31309,CW116095615,K016122.000,CW3316095615
"A faithful narrative of the base and inhuman arts that were lately practised upon the brain of Habbakkuk Hilding, ... By Drawcansir Alexander,:","Smollett, Tobias George, 1721-1771.",1752.,London :,"printed for J. Sharp,",004802169,T33246,CW104917173,K036003.000,CW3304917173
"Secret memoirs of a treasonable conference: at S..... House, for deposing the present ministry, and making a new turn at court.","Defoe, Daniel, 1661?-1731.",1717.,London :,"printed for J. More,",004842935,T69391,CW106375690,K059172.000,CW3306375690
"A collection of poems on several occasions; publish'd in the Craftsman. By Caleb D'Anvers,:","Amhurst, N. (Nicholas), 1697-1742.",1731.,London :,"printed for R. Francklin,",004883270,T124858,CW110229949,K099588.000,CW3310229949
"Memoirs: of the first forty-five years of the life of James Lackington, the present bookseller in Chiswell-street, Moorfields, London. Written by himself. In a series of letters to a friend. ...","Lackington, James, 1746-1815.",[1791],London :,"printed for and sold by the author; W. Bulgin, Bristol; and all other booksellers,",004846562,T74538,CW101709574,K062810.000,CW3301709574
"Hanover or Rome: shewing the absolute necessity of assisting His Majesty with such a sufficient force, as may totally extinguish the hopes of the Pretender's open and secret abettors.","Defoe, Daniel, attributed name. 1661?-1731,",1715.,Dublin :,"printed by James Carson,",004871254,T109036,CW105448883,K087549.000,CW3305448883
Elfrida: a dramatic poem. Written on the model of the antient Greek tragedy. By Mr. Mason.,"Mason, William, 1725-1797.",1752.,London :,"printed for J. and P. Knapton,",004801754,T32616,CW113547009,K035628.000,CW3313547009
"The poems, of the late Christopher Smart, ... Consisting of his prize poems, odes, sonnets, and fables, Latin and English translations;:","Smart, Christopher, 1722-1771.",1791.,Reading :,"printed and sold by Smart and Cowslade; and sold by F. Power and Co., London,",004808042,T42617,CW110609454,K041573.001,CW3310609454
"Mr. Whiston's defence of himself: from the articles objected to him by Dr. Pelling; before the Court of Delegates, in a cause of heresy. To which is prefix'd the articles themselves.","Whiston, William, 1667-1752.",1715.,London :,"printed for J. Roberts, and sold by the booksellers of London and Westminster,",004783676,N4080,CW118839607,K002628.000,CW3318839607
"Heigho for a husband!: A comedy. As performed at the Theatre-Royal, in the Hay-Market, on Tuesday, January 14, 1794.","Waldron, F. G. (Francis Godolphin), 1744-1818.",1794.,London :,"printed for T. Arrowsmith; and sold by B. Crosby,",004787613,N7264,CW108388995,K004364.000,CW3308388995
"The Englishman in Paris: A comedy, in two acts. As it is performed at the Theatre-Royal in Covent-Garden. By Samuel Foote, Esq;.","Foote, Samuel, 1720-1777.",MDCCLIII. [1753],London :,"printed for Paul Vaillant, facing Southampton-street, in the Strand,",004794441,T18550,CW109974036,K029324.000,CW3309974036
"A sermon preached before the Right Honourable the Lord-Mayor: ... in the Cathedral church of St. Paul, on Thursday, November 29, 1759; ... By James Townley, ...","Townley, James, 1714-1778.",1759.,London :,"printed for H. Kent; T. Field; and J. Walter,",004901571,T47808,CW120539060,K044743.000,CW3320539060
"The Roman and English comedy consider'd and compar'd. With remarks on The suspicious husband. And an examen into the merit of the present comic actors. By S. Foote, Esq:","Foote, Samuel, 1720-1777.",1747.,London :,"printed for T. Waller,",004846527,T74502,CW110262333,K062775.000,CW3310262333
The shortest way to peace and union: by the author of The true born English-man.,"Defoe, Daniel, 1661?-1731.",1704.,London :,"printed in the year,",004802007,T32972,CW120912183,K035869.000,CW3320912183
The spleen: a pindarique ode. By a lady. Together with A prospect of death: a pindarique essay.,"Winchilsea, Anne Kingsmill Finch, Countess of, 1661-1720.",1709.,London :,"printed and sold by H. Hills,",004902819,T49768,CW113427011,K045992.000,CW3313427011
"An essay on the navy: or England's advantage and safety, prov'd dependant on a formidable and well-disciplined navy; ... In two parts. ... By the author of the Seamen's case.","Dennis, John, 1657-1734.",1702.,London :,"printed for, and sold by John Nutt,",004802273,T33394,CW107299611,K036094.000,CW3307299611
"A trumpet blown in the north: and sounded in the ears of John Eriskine, call'd by the men of the world, Duke of Mar. By a ministring friend of the people call'd Quakers. ...","Defoe, Daniel, 1661?-1731.",1716 [1715],[London] :,"Sold by S. Keimer on Ludgate-hill,",004843906,T70860,CW112420947,K060149.000,CW3312420947
"The will: a comedy, in five acts: As it is performed at the Theatre-Royal, Drury-Lane. Third edition. By Frederick Reynolds.","Reynolds, Frederick, 1764-1841.",1797.,Dublin :,"printed by John Rice,",004779503,N25142,CW107632476,K014337.000,CW3307632476
"An heroic epistle to Sir William Chambers: Knight, ... Enriched with explanatory notes, ...","Mason, William, 1725-1797.",1773.,London :,"printed for J. Almon,",004833292,T55573,CW110480228,K049508.000,CW3310480228
"The Roman father, a tragedy: As it is acted at the Theatre Royal in Drury-Lane, by His Majesty's Servants. By Mr. W. Whitehead.","Whitehead, William, 1715-1785.",1750.,London :,"printed for R. Dodsley; and sold by M. Cooper,",004810285,T8579,CW110780733,K024209.000,CW3310780733
Poems by C. Churchill. In two volumes.:,"Churchill, Charles, 1731-1764.",1766.,London :,"printed for John Churchill, (executor to the late C. Churchill) and W. Flexney,",004863289,T98903,CW115977036,K079568.002,CW3315388043
"The historian's pocket companion: or, memory's assistant. Wherein the most remarkable events that have happened in this country, ... are recorded; ...","Whitehead, William, of Newcastle.",1777.,Newcastle :,"printed by T. Angus, and sold by Mr. Charnley, Messrs. Barber and Son, Mr Akenhead, Mr Slack, Mr Atkinson, Hr [sic] Humble, and Messrs. Vesey and Whitfield, in Newcastle; Mr Chalmers in Gateshead; and the booksellers in Durh am [sic] and Sunderland,",004864262,T100077,CW101447226,K080543.000,CW3301447226
Jure divino: a satyr: In twelve books. By the author of The true-born-Englishman.,"Defoe, Daniel, 1661?-1731.",1706.,London :,"printed in the year,",004840709,T66291,CW112828442,K056938.000,CW3312828442
"A poem, humbly inscrib'd to the Lords Commissioners for the union of the two kingdoms:","Pix, Mary, 1666-1720.",1707.,London :,"printed and sold by J. Morphew,",004771219,N11688,CW110974379,K007030.000,CW3310974379
"The buskin and sock: being controversial letters between Mr. Thomas Sheridan, tragedian, and Mr. Theophilus Cibber, comedian; just published in Dublin.","Sheridan, Thomas, 1719-1788.",1743.,[London] :,"Dublin printed; London reprinted for Jacob Robinson,",004772207,N129,CW110974224,K000076.000,CW3310974224
Poems: by Helen Maria Williams. In two volumes. ...,"Williams, Helen Maria, 1762-1827.",1786.,London :,"printed by A. Rivington and J. Marshall, for Thomas Cadell,",004843342,T70027,CW113196049,K059581.001,CW3313196049
"Some considerations on a law for triennial parliaments: With an enquiry, I. Whether there may not be a time when it is necessary to suspend the execution, even of such laws as are most essential to the liberties of the people? II. Whether this is such a time or no?","Defoe, Daniel, 1661?-1731.",1716.,London :,"printed for J. Baker, and T. Warner,",004840467,T65960,CW103803719,K056696.000,CW3303803719
"The fatal vision: or, the fall of Siam. A tragedy: as it is acted at the New Theatre in Lincoln's-Inn-Fields, 1716.","Hill, Aaron, 1685-1750.",[1716],London :,"printed for Edw. Nutt,",004787739,N7507,CW110405935,K004477.000,CW3310405935
"The political sow-gelder: or, the castration of Whig and Tory.","Defoe, Daniel, 1661?-1731.",1715.,London :,"printed for John Baker,",004816940,T176805,CW114279278,K121053.000,CW3314279278
The Odyssey of Homer:,Homer.,1725-26.,London :,"printed for Bernard Lintot,",004792674,T14927,CW114149336,K027796.003,CW3314148670
"A complete history of England: deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. ... By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1757-58.,London :,"printed for James Rivington and James Fletcher,",004833079,T55301,CW100743592,K049295.003,CW3300744999
"The retort courteous; or a candid appeal to the public on the conduct of Thomas Linley, Esq, manager of Drury-Lane Theatre, to the author of Dido. Containing original letters ... By the author of The register-office:","Reed, Joseph, 1723-1787.",1787.,London :,"printed for the author,",004841730,T67584,CW105902749,K057963.000,CW3305902749
"The gentleman farmer: Being an attempt to improve agiculture, by subjecting it to the test of rational principles.","Kames, Henry Home, Lord, 1696-1782.",1776.,Edinburgh :,"printed for W. Creech, Edinburgh, and T. Cadell, London,",004833186,T55416,CW104894982,K049402.000,CW3304894982
"A curious herbal: containing five hundred cuts, of the most useful plants, which are now used in the practice of physick. Engraved on folio copper plates, after drawings taken from the life. By Elizabeth Blackwell. To which is added a short description of ye plants; and their common uses in phsick. ...","Blackwell, Elizabeth, fl. 1737.",1782.,London :,"printed for C. Nourse,",004852223,T83979,CW109891227,K068486.001,CW3309891227
"A description of three hundred animals: viz. beasts, birds, fishes, serpents, and insects. With a particular account of the manner of their catching of whales in Greenland. Extracted from the best authors, ... Illustrated with copper plates, ...","Boreman, Thomas, fl. 1730-1743.",1734.,London :,"printed for R. Ware; and T. Game [by J. Stephens],",004880309,T120743,CW110316883,K096627.000,CW3310316883
"On nobility: an epistle to the Right Honble. the Earl of ****** by Mr. William Whitehead,:","Whitehead, William, 1715-1785.",1744.,London :,"printed for R. Dodsley; and sold by M. Cooper,",004898746,T43226,CW111149687,K041913.000,CW3311149687
"Memoirs of a cavalier: or a military journal of the wars in Germany, and the wars in England; from the year 1632, to the year 1648. Written threescore years ago by an English gentleman, ...","Defoe, Daniel, 1661?-1731.",[1720],London :,"printed for A. Bell, J. Osborn, W. Taylor, and T. Warner,",004843162,T69689,CW105723179,K059399.000,CW3305723179
"Man and wife; or, the Shakespeare Jubilee: A comedy, of three acts, as it is performed at the Theatre Royal in Covent Garden.","Colman, George, 1732-1794.",1770.,London :,"printed for T. Becket and Co.; and R. Baldwin,",004809941,T771,CW110144017,K020288.000,CW3310144017
Bishop Burnet's History of his own time: ...,"Burnet, Gilbert, 1643-1715.",1724-34.,London :,"printed for Thomas Ward,",004896231,T144688,CW102676818,K112611.001,CW3302676818
"Unparallel'd cruelty: or, the tryal of Captain Jeane of Bristol. Who was convicted at the Old Bailey for the murder of his cabbin-boy, ... To which is added, an account of his life and conversation, ... with his dying speech, and behaviour at the place of execution.","Defoe, Daniel, 1661?-1731.",1726.,London :,"printed for T. Warner,",004834146,T56996,CW124218596,K050363.000,CW3324218596
The fairy prince: a masque. As it is performed at the Theatre-Royal in Covent-Garden.,"Colman, George, 1732-1794.",1771.,London :,"printed for T. Becket,",004803357,T35208,CW111601821,K037153.000,CW3311601821
"The poetical works: of James Thomson, Esq; with his last corrections and additions. ... To which is prefixed, an account of the life and writings of the author. In two volumes. ...","Thomson, James, 1700-1748.",1768.,London :,"printed for J. Thomson,",004786782,N63017,CW116847952,K019234.001,CW3316847952
"The family party; a comic piece, in two acts, as acted at the Theatre Royal, Haymarket:","Colman, George, 1762-1836.",1789.,London :,"printed for J. Debrett,",004809967,T788,CW114507416,K020304.000,CW3314507416
The Odyssey of Homer:,Homer.,1725-26.,London :,"printed for Bernard Lintot,",004792674,T14927,CW114149336,K027796.002,CW3314148362
"A complete history of England: deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. ... By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1757-58.,London :,"printed for James Rivington and James Fletcher,",004833079,T55301,CW100743592,K049295.002,CW3300744278
"Some farther remarks on a late pamphlet, intitled, Observations on the conduct of Great-Britain; ... In a letter to the Craftsman. To which is added, a postscript, in vindication of the West-India merchants, ... By Caleb D'Anvers:","Amhurst, N. (Nicholas), 1697-1742.",1729.,London :,"printed for Richard Francklin,",004789358,T10146,CW105394800,K024860.000,CW3305394800
"Songs, trios, duetts and chorusses, in the comic opera of Summer amusement: or, an adventure at Margate. As it is performed at the Theatre-Royal in the Hay-market.","Andrews, Miles Peter, d. 1814.",1779.,London :,"printed for T. Cadell,",004779927,N26021,CW107747759,K014692.000,CW3307747759
"The revenge, a burletta; acted at Marybone Gardens, MDCCLXX. With additional songs. By Thomas Chatterton:","Chatterton, Thomas, 1752-1770.",1795.,London :,"printed by C. Roworth; for T. King; H. Chapman; and J. Egerton,",004899722,T44863,CW113683287,K042893.000,CW3313683287
"The biter: A comedy. As it is acted at the Theatre in Lincolns-Inn-Fields, by Her Majesty's sworn servants. Written by N. Rowe, Esq;.","Rowe, Nicholas, 1674-1718.",1705.,London :,"printed for Jacob Tonson,",004833268,T55546,CW113477413,K049484.000,CW3313477413
"'Tis well it's no worse: a comedy. As it is performed at the Theatre Royal in Drury-Lane, by His Majesty's servants.","Bickerstaff, Isaac, 1735-1812.",1770.,London :,"printed for W. Griffin,",004835697,T59355,CW109973658,K051915.000,CW3309973658
"Arden of Feversham. An historical tragedy: taken from Holingshead's Chronicle, in the reign of King Edward VI. Acted at the Theatre-Royal, in Drury-Lane. By the late Mr. Lillo:","Lillo, George, 1693-1739.",1762.,London :,"printed for T. Davies,",004832824,T54960,CW110152175,K049040.000,CW3310152175
"A letter from a distinguished English commoner: to a peer of Ireland, on the penal laws against Irish catholics; previous to the late repeal of a part thereof, in the session of the Irish Parliament, held A.D. 1782.","Burke, Edmund, 1729-1797.",1783.,Dublin :,"printed for Matthew Doyle,",004869134,T106364,CW105603733,K085423.000,CW3305603733
"The bankrupt: A comedy, in three acts. By Samuel Foote, Esq.","Foote, Samuel, 1720-1777.",1776.,London :,"printed for G. Kearsly; and T. Evans,",004795431,T20752,CW112254211,K030141.000,CW3312254211
"Elmerick: or, justice triumphant. A tragedy. As it is acted at the Theatre Royal in Drury-Lane. By Mr. Lillo.","Lillo, George, 1693-1739.",1740.,London :,"printed for John Gray,",004796855,T2383,CW115429521,K021454.000,CW3315429521
Appius and Virginia. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane by Her Majesty's sworn servants. Written by Mr. Dennis:,"Dennis, John, 1657-1734.",[1709],London :,"printed for Bernard Lintott,",004796391,T22334,CW113538512,K031000.000,CW3313538512
Sermons to asses:,"Murray, James, 1732-1782.",1768.,London :,"printed for J. Johnson; T. Cadell, (successor to Mr. Millar); and W. Charnley, at Newcastle,",004854835,T87465,CW118479663,K071104.000,CW3318479663
The man of business: a comedy. As it is acted at the Theatre-Royal in Covent-Garden. By George Colman.,"Colman, George, 1732-1794.",1774.,London :,"printed for T. Becket,",004792766,T1551,CW110245370,K020906.000,CW3310245370
"Peace without union: By way of reply, to Sir H--- M---'s Peace at home.","Defoe, Daniel, 1661?-1731.",1703.,London :,"printed in the year,",004843889,T70837,CW104455130,K060132.000,CW3304455130
"Religious courtship: being historical discourses, on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix ...","Defoe, Daniel, 1661?-1731.",1722.,London :,"printed for E. Matthews, and A. Bettesworth; J. Brotherton, and W. Meadows,",004843143,T69670,CW120571416,K059380.000,CW3320571416
"The hypocrite: a comedy. As it is performed at the Theatre Royal in Drury-Lane. Taken from Moliere and Cibber, by the author of the alterations of The plain-dealer.","Bickerstaff, Isaac, 1735-1812.",1769.,London :,"printed for W. Griffin,",004839081,T64090,CW113590749,K055309.000,CW3313590749
Taste. A comedy: of two acts. As it is acted at the Theatre-Royal in Drury-Lane. By Mr. Foote.,"Foote, Samuel, 1720-1777.",1752.,London :,"printed for R. Francklin,",004794428,T18539,CW109973990,K029313.000,CW3309973990
"A companion to the guide, and a guide to the companion: being a complete supplement to all the accounts of Oxford hitherto published. ... embellished with perspective views and elevations, neatly engraved.","Warton, Thomas, 1728-1790.",[1760?],London :,"printed for H. Payne; and sold by the booksellers of Oxford,",004814224,T164931,CW105884338,K118329.000,CW3305884338
"An account of the Convocation's proceedings with relation to Mr. Whiston: With a postscript, containing a reply to the considerations on the Historical preface, and the premonition to the reader. To which is added, a supplement to the foregoing account of the convocation's proceedings. By William Whiston, M.A.","Whiston, William, 1667-1752.",1711.,London :,"printed for the author; and sold by A. Baldwin,",004794678,T18860,CW120647128,K029534.000,CW3320647128
"The secret history of the White Staff: being an account of affairs under the conduct of some late ministers, and of what might probably have happen'd if Her Majesty had not died. Part II.","Defoe, Daniel, 1661?-1731.",1714.,London :,"printed for J. Baker,",004844756,T71950,CW120222014,K061001.000,CW3320222014
Poems: by Helen Maria Williams. In two volumes. ...,"Williams, Helen Maria, 1762-1827.",1786.,London :,"printed by A. Rivington and J. Marshall, for Thomas Cadell,",004843342,T70027,CW113196049,K059581.002,CW3313196242
"A curious herbal: containing five hundred cuts, of the most useful plants, which are now used in the practice of physick. Engraved on folio copper plates, after drawings taken from the life. By Elizabeth Blackwell. To which is added a short description of ye plants; and their common uses in phsick. ...","Blackwell, Elizabeth, fl. 1737.",1782.,London :,"printed for C. Nourse,",004852223,T83979,CW109891227,K068486.002,CW3309891554
Poems:,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1773.,London :,"printed for Joseph Johnson,",004846736,T74944,CW115161997,K062984.000,CW3315161997
"The celebrated Mrs. Pilkington's jests: or the cabinet of wit and humour. To which is now first added, a great variety of bons mots, witticisms, and anecdotes of the inimitable Dr. Swift, ...","Pilkington, Laetitia, 1712-1750.",1764.,London :,"printed for W. Nicoll,",004893483,T139264,CW124585589,K109843.000,CW3324585589
"The journal of a tour to the Hebrides: with Samuel Johnson, LL.D. By James Boswell, ...","Boswell, James, 1740-1795.",1785.,London :,"printed by Henry Baldwin, for Charles Dilly,",004831957,T53594,CW102152683,K048173.000,CW3302152683
"The villainy of stock-jobbers detected, and the causes of the late run upon the bank and bankers discovered and considered:","Defoe, Daniel, 1661?-1731.",1701.,London :,"printed in the year,",004842139,T68183,CW105445267,K058372.000,CW3305445267
"The history of England: from the Revolution to the death of George the Second. (Designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D.","Smollett, Tobias George, 1721-1771.",1785.,London :,"printed for T. Cadell; and R. Baldwin,",004833092,T55315,CW103142584,K049308.004,CW3303249422
"A copious and exact catalogue of pamphlets in the Harleian library, &c:","Oldys, William, 1696-1761.",1746],"[London,",,004853291,T85335,CW125389773,K069558.000,CW3325389773
Bishop Burnet's History of his own time: ...,"Burnet, Gilbert, 1643-1715.",1724-34.,London :,"printed for Thomas Ward,",004896231,T144688,CW102676818,K112611.002,CW3302677674
"The poetical works: of James Thomson, Esq; with his last corrections and additions. ... To which is prefixed, an account of the life and writings of the author. In two volumes. ...","Thomson, James, 1700-1748.",1768.,London :,"printed for J. Thomson,",004786782,N63017,CW116847952,K019234.002,CW3316848180
"A spectators address to the Whigs, on the occasion of the stabbing Mr. Harley:","Defoe, Daniel, 1661?-1731.",1711.,[London] :,"Printed in the year,",004834138,T56984,CW106806736,K050355.000,CW3306806736
"The history of England: from the Revolution to the death of George the Second. (Designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D.","Smollett, Tobias George, 1721-1771.",1785.,London :,"printed for T. Cadell; and R. Baldwin,",004833092,T55315,CW103142584,K049308.005,CW3304082083
"A serious inquiry into this grand question: whether a law to prevent the occasional conformity of dissenters, would not be inconsistent with the Act of toleration, ...","Defoe, Daniel, 1661?-1731.",1704.,London :,"printed in the year,",004834128,T56971,CW105394371,K050345.000,CW3305394371
A letter from Captain Tom to the mobb: now rais'd for Dr. Sacheverell.,"Defoe, Daniel, 1661?-1731.",1710],[Edinburgh :,"re-printed by the heirs and successors of Andrew Anderson, anno Dom.,",004815664,T171273,CW115735566,K119774.000,CW3315735566
"Belphegor: or, the wishes. A comic opera: as it is acted at the Theatre-Royal, Smoke-Alley.","Andrews, Miles Peter, d. 1814.",1788.,[Dublin] :,"Printed for the booksellers,",004781985,N32640,CW111766111,K016346.000,CW3311766111
"Distress upon distress: or, tragedy in true taste. A heroi-comi-parodi-tragedi-farci-cal burlesque. In two acts. By George Alexander Stevens. ...","Stevens, George Alexander, 1710-1784.",1752.,London :,"reprinted from the Dublin edition, for R. Griffiths,",004842014,T68022,CW113263433,K058247.000,CW3313263433
"A complete history of England: deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. ... By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1757-58.,London :,"printed for James Rivington and James Fletcher,",004833079,T55301,CW100743592,K049295.001,CW3300743592
"The four years voyages of Capt. George Roberts; being a series of uncommon events, which befell him in a voyage to the islands of the Canaries, Cape de Verde, and Barbadoes, from whence he was bound to the coast of Guiney. ... Written by himself,:","Defoe, Daniel, attributed name. 1661?-1731,",1726.,London :,"printed for A. Bettesworth, and J. Osborn,",004834077,T56902,CW113748905,K050294.000,CW3313748905
"The history of Henry Dumont, Esq; and Miss Charlotte Evelyn. ... By Mrs. Charke:","Charke, Charlotte, 1713-1760.",1756.,London :,"printed for H. Slater; and H. Slater, Jun. and S. Whyte,",004788051,N8050,CW110100128,K004745.000,CW3310100128
"Original papers: containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. ... The whole arranged and published by James Macpherson, ...","Macpherson, James, 1736-1796.",1775.,London :,"printed for W. Strahan; and T. Cadell,",004861322,T96368,CW103500537,K077599.001,CW3303500537
"He wou'd if he cou'd; or, an old fool worse than any: a burletta: As it is performed at the Theatre Royal in Drury-Lane. The music by Mr. Dibdin.","Bickerstaff, Isaac, 1735-1812.",1771.,London :,"printed for W. Griffin,",004869614,T106994,CW113590719,K085905.000,CW3313590719
"The history of Lætitia Atkins, vulgarly called Moll. Flanders. Published by Mr. Daniel Defoe. And from papers found since his decease, it appears greatly altered by himself; and from the said papers, the present work is produced:","Defoe, Daniel, 1661?-1731.",1776.,London :,"printed for the editor; and sold by F. Noble, and T. Lowndes,",004843558,T70321,CW109156154,K059796.000,CW3309156154
"The present state of the parties in Great Britain: particularly an enquiry into the state of the Dissenters in England, and the Presbyterians in Scotland;:","Defoe, Daniel, 1661?-1731.",1712.,London :,"printed, and sold by J. Baker,",004834110,T56947,CW105251419,K050327.000,CW3305251419
"Letters written in France: in the Summer 1790, to a friend in England; containing, various anecdotes relative to the French revolution; and memoirs of Mons. and Madame du F----. By Helen Maria Williams.","Williams, Helen Maria, 1762-1827.",1790.,London :,"printed for T. Cadell,",004858063,T91663,CW105215384,K074334.000,CW3305215384
"The history and antiquities of the town and county of the town of Newcastle upon Tyne: including an account of the coal trade of that place and embellished with engraved views of the publick buildings, &c. ... By John Brand, ...","Brand, John, 1744-1806.",1789.,London :,"printed for B. White & Son, and T. & I. Egerton A.D.,",004896316,T144797,CW101315178,K112697.002,CW3301315894
"Protestant Popery: or, the convocation. A poem. ... Address'd to ... the Lord Bishop of Bangor.","Amhurst, N. (Nicholas), 1697-1742.",1718.,London :,"printed for E. Curll,",004794232,T18318,CW119186161,K029137.000,CW3319186161
"The case of Protestant dissenters in Carolina, shewing how a law to prevent occasional conformity there, has ended in the total subversion of the constitution in church and state.:","Defoe, Daniel, attributed name. 1661?-1731,",1706.,London :,"printed in the year,",004843875,T70818,CW106197428,K060118.000,CW3306197428
"The natural son: A comedy, by Richard Cumberland, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, by permission of the managers. ...","Cumberland, Richard, 1732-1811.",1792.,London :,"printed for the proprietors, under the direction of John Bell,",004776230,N19272,CW106498548,K011491.000,CW3306498548
A view of the Scots rebellion: with some enquiry what we have to fear from them? And what is the properest method to take with them?,"Defoe, Daniel, 1661?-1731.",1715.,London :,"printed, and sold by R. Burleigh,",004831526,T52999,CW104984941,K047742.000,CW3304984941
"A poem, to the memory of the Right Honourable the Lord Talbot, late Chancellor of Great Britain. By Mr. Thomson:","Thomson, James, 1700-1748.",1737.,London :,"printed for A. Millar,",004807998,T42566,CW110104518,K041533.000,CW3310104518
"A collection of novels and tales: written by that celebrated wit of France, the Countess d'Anois. In two volumes. ... Translated from the best edition of the original French, by several hands.","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1721.,London :,"printed for W. Taylor; and W. Chetwood,",004786309,N5684,CW116320554,K003537.001,CW3316320554
"An apology for the servants. By Oliver Grey. Occasioned by the representation of the farce called High life below stairs, and by what has been said to their disadvantage in the public papers:","Townley, James, 1714-1778.",1760.,London :,"printed for J. Newbery,",004796321,T22238,CW104198543,K030933.000,CW3304198543
"Poems by the Earl of Roscomon. To which is added, An essay on poetry, by the Earl of Mulgrave, now Duke of Buckingham. Together with Poems by Mr. Richard Duke:","Roscommon, Wentworth Dillon, Earl of, 1633?-1685.",1717.,London :,"printed for J. Tonson,",004888730,T132427,CW110397486,K105063.000,CW3310397486
